State,State_Full,City,Median Income,Population
AL,Alabama,Westover town,58906.0,1239.0
AL,Alabama,West Point town,50329.0,626.0
AL,Alabama,Wetumpka city,46190.0,7406.0
AL,Alabama,Whatley CDP,0.0,0.0
AL,Alabama,White Hall town,18462.0,832.0
AL,Alabama,White Plains CDP,55781.0,908.0
AL,Alabama,Whitesboro CDP,36736.0,2139.0
AL,Alabama,Wilsonville town,43456.0,2163.0
AL,Alabama,Wilton town,39750.0,584.0
AL,Alabama,Winfield city,40654.0,4345.0
AL,Alabama,Woodland town,34205.0,222.0
AL,Alabama,Woodstock town,54519.0,1766.0
AL,Alabama,Woodville town,34444.0,763.0
AL,Alabama,Yellow Bluff town,16786.0,186.0
AL,Alabama,York city,17399.0,2652.0
AK,Alaska,Adak city,78500.0,122.0
AK,Alaska,Akhiok city,26250.0,84.0
AK,Alaska,Akiachak CDP,38750.0,562.0
AK,Alaska,Akiak city,42000.0,399.0
AK,Alaska,Akutan city,24750.0,899.0
AK,Alaska,Alakanuk city,32917.0,777.0
AK,Alaska,Alatna CDP,0.0,1.0
AK,Alaska,Alcan Border CDP,0.0,51.0
AK,Alaska,Aleknagik city,41875.0,199.0
AK,Alaska,Aleneva CDP,0.0,59.0
AK,Alaska,Allakaket city,26500.0,77.0
AK,Alaska,Ambler city,42344.0,280.0
AK,Alaska,Anaktuvuk Pass city,66250.0,247.0
AK,Alaska,Anchorage municipality,78326.0,299107.0
AK,Alaska,Anchor Point CDP,51591.0,1951.0
AK,Alaska,Anderson city,87708.0,201.0
AK,Alaska,Angoon city,32750.0,382.0
AK,Alaska,Aniak city,60500.0,525.0
AK,Alaska,Anvik city,26563.0,87.0
AK,Alaska,Arctic Village CDP,26250.0,138.0
AK,Alaska,Atka city,50625.0,66.0
AK,Alaska,Atmautluak CDP,50625.0,258.0
AK,Alaska,Atqasuk city,52500.0,159.0
AK,Alaska,Attu Station CDP,0.0,16.0
AK,Alaska,Badger CDP,75917.0,21197.0
AK,Alaska,Barrow city,76902.0,4293.0
AK,Alaska,Bear Creek CDP,81458.0,1824.0
AK,Alaska,Beaver CDP,24000.0,60.0
AK,Alaska,Beluga CDP,,6.0
AK,Alaska,Bethel city,76135.0,6370.0
AK,Alaska,Bettles city,50000.0,22.0
AK,Alaska,Big Delta CDP,65417.0,539.0
AK,Alaska,Big Lake CDP,70988.0,3815.0
AK,Alaska,Birch Creek CDP,0.0,1.0
AK,Alaska,Brevig Mission city,32344.0,442.0
AK,Alaska,Buckland city,60357.0,596.0
AK,Alaska,Buffalo Soapstone CDP,68333.0,827.0
AK,Alaska,Butte CDP,81875.0,3854.0
AK,Alaska,Cantwell CDP,56000.0,209.0
AK,Alaska,Central CDP,,58.0
AK,Alaska,Chalkyitsik CDP,29375.0,101.0
AK,Alaska,Chase CDP,0.0,23.0
AK,Alaska,Chefornak city,55625.0,516.0
AK,Alaska,Chena Ridge CDP,93532.0,5473.0
AK,Alaska,Chenega CDP,,66.0
AK,Alaska,Chevak city,41136.0,1082.0
AK,Alaska,Chickaloon CDP,40893.0,284.0
AK,Alaska,Chicken CDP,0.0,0.0
AK,Alaska,Chignik city,96250.0,70.0
AK,Alaska,Chignik Lagoon CDP,93438.0,73.0
AK,Alaska,Chignik Lake CDP,45000.0,70.0
AK,Alaska,Chiniak CDP,0.0,23.0
AK,Alaska,Chisana CDP,0.0,0.0
AK,Alaska,Chistochina CDP,,59.0
AK,Alaska,Chitina CDP,,80.0
AK,Alaska,Chuathbaluk city,43750.0,116.0
AK,Alaska,Circle CDP,17125.0,118.0
AK,Alaska,Clam Gulch CDP,,182.0
AK,Alaska,Clark's Point city,25833.0,56.0
AK,Alaska,Coffman Cove city,41786.0,150.0
AK,Alaska,Cohoe CDP,57228.0,1577.0
AK,Alaska,Cold Bay city,86250.0,46.0
AK,Alaska,Coldfoot CDP,0.0,10.0
AK,Alaska,College CDP,73812.0,14675.0
AK,Alaska,Cooper Landing CDP,64301.0,457.0
AK,Alaska,Copper Center CDP,39063.0,405.0
AK,Alaska,Cordova city,85833.0,2621.0
AK,Alaska,Covenant Life CDP,31875.0,105.0
AK,Alaska,Craig city,63229.0,1231.0
AK,Alaska,Crooked Creek CDP,31250.0,98.0
AK,Alaska,Crown Point CDP,56688.0,132.0
AK,Alaska,Deering city,50000.0,144.0
AK,Alaska,Delta Junction city,72500.0,1045.0
AK,Alaska,Deltana CDP,74457.0,2311.0
AK,Alaska,Diamond Ridge CDP,69375.0,1140.0
AK,Alaska,Dillingham city,66875.0,2307.0
AK,Alaska,Diomede city,16250.0,43.0
AK,Alaska,Dot Lake CDP,0.0,0.0
AK,Alaska,Dot Lake Village CDP,20625.0,54.0
AK,Alaska,Dry Creek CDP,,84.0
AK,Alaska,Eagle city,33125.0,89.0
AK,Alaska,Eagle Village CDP,,17.0
AK,Alaska,Edna Bay city,0.0,0.0
AK,Alaska,Eek city,39063.0,455.0
AK,Alaska,Egegik city,38125.0,68.0
AK,Alaska,Eielson AFB CDP,53388.0,2630.0
AK,Alaska,Ekwok city,31875.0,78.0
AK,Alaska,Elfin Cove CDP,106667.0,24.0
AK,Alaska,Elim city,37188.0,328.0
AK,Alaska,Emmonak city,44773.0,835.0
AK,Alaska,Ester CDP,68163.0,3008.0
AK,Alaska,Eureka Roadhouse CDP,0.0,0.0
AK,Alaska,Evansville CDP,23750.0,16.0
AK,Alaska,Excursion Inlet CDP,0.0,40.0
AK,Alaska,Fairbanks city,55229.0,32193.0
AK,Alaska,False Pass city,55625.0,37.0
AK,Alaska,Farmers Loop CDP,100703.0,4149.0
AK,Alaska,Farm Loop CDP,82250.0,1081.0
AK,Alaska,Ferry CDP,0.0,6.0
AK,Alaska,Fishhook CDP,86917.0,5323.0
AK,Alaska,Flat CDP,0.0,0.0
AK,Alaska,Fort Greely CDP,,391.0
AK,Alaska,Fort Yukon city,39583.0,555.0
AK,Alaska,Four Mile Road CDP,0.0,10.0
AK,Alaska,Fox CDP,76563.0,558.0
AK,Alaska,Fox River CDP,57083.0,649.0
AK,Alaska,Fritz Creek CDP,61875.0,1910.0
AK,Alaska,Funny River CDP,59314.0,776.0
AK,Alaska,Gakona CDP,80625.0,205.0
AK,Alaska,Galena city,63333.0,554.0
AK,Alaska,Gambell city,29417.0,718.0
AK,Alaska,Game Creek CDP,0.0,36.0
AK,Alaska,Gateway CDP,92739.0,5610.0
AK,Alaska,Glacier View CDP,43000.0,249.0
AK,Alaska,Glennallen CDP,,366.0
AK,Alaska,Goldstream CDP,88371.0,3862.0
AK,Alaska,Golovin city,40000.0,132.0
AK,Alaska,Goodnews Bay city,30313.0,230.0
AK,Alaska,Grayling city,20417.0,171.0
AK,Alaska,Gulkana CDP,,115.0
AK,Alaska,Gustavus city,57639.0,496.0
AK,Alaska,Haines CDP,69735.0,1955.0
AK,Alaska,Halibut Cove CDP,0.0,23.0
AK,Alaska,Happy Valley CDP,41625.0,607.0
AK,Alaska,Harding-Birch Lakes CDP,51042.0,142.0
AK,Alaska,Healy CDP,88462.0,1120.0
AK,Alaska,Healy Lake CDP,0.0,0.0
AK,Alaska,Hobart Bay CDP,0.0,0.0
AK,Alaska,Hollis CDP,103571.0,124.0
AK,Alaska,Holy Cross city,36094.0,214.0
AK,Alaska,Homer city,55849.0,5324.0
AK,Alaska,Hoonah city,57708.0,821.0
AK,Alaska,Hooper Bay city,35938.0,1140.0
AK,Alaska,Hope CDP,0.0,50.0
AK,Alaska,Houston city,50438.0,1977.0
AK,Alaska,Hughes city,32500.0,62.0
AK,Alaska,Huslia city,42000.0,420.0
AK,Alaska,Hydaburg city,31250.0,277.0
AK,Alaska,Hyder CDP,0.0,13.0
AK,Alaska,Igiugig CDP,51250.0,49.0
AK,Alaska,Iliamna CDP,68750.0,78.0
AK,Alaska,Ivanof Bay CDP,0.0,0.0
AK,Alaska,Juneau city and borough,85746.0,32531.0
AK,Alaska,Kachemak city,70625.0,551.0
AK,Alaska,Kake city,40417.0,628.0
AK,Alaska,Kaktovik city,48125.0,155.0
AK,Alaska,Kalifornsky CDP,72335.0,7965.0
AK,Alaska,Kaltag city,28750.0,192.0
AK,Alaska,Karluk CDP,20938.0,44.0
AK,Alaska,Kasaan city,49286.0,71.0
AK,Alaska,Kasigluk CDP,43750.0,599.0
AK,Alaska,Kasilof CDP,65893.0,388.0
AK,Alaska,Kenai city,62236.0,7463.0
AK,Alaska,Kenny Lake CDP,,128.0
AK,Alaska,Ketchikan city,53111.0,8197.0
AK,Alaska,Kiana city,41250.0,380.0
AK,Alaska,King Cove city,63667.0,1074.0
AK,Alaska,King Salmon CDP,81563.0,340.0
AK,Alaska,Kipnuk CDP,34583.0,686.0
AK,Alaska,Kivalina city,52917.0,576.0
AK,Alaska,Klawock city,38125.0,792.0
AK,Alaska,Klukwan CDP,50000.0,66.0
AK,Alaska,Knik-Fairview CDP,82858.0,16017.0
AK,Alaska,Knik River CDP,68250.0,765.0
AK,Alaska,Kobuk city,43333.0,159.0
AK,Alaska,Kodiak city,62934.0,6293.0
AK,Alaska,Kodiak Station CDP,61923.0,1398.0
AK,Alaska,Kokhanok CDP,32083.0,145.0
AK,Alaska,Koliganek CDP,40000.0,129.0
AK,Alaska,Kongiganak CDP,37679.0,408.0
AK,Alaska,Kotlik city,39583.0,643.0
AK,Alaska,Kotzebue city,87708.0,3283.0
AK,Alaska,Koyuk city,33182.0,272.0
AK,Alaska,Koyukuk city,17083.0,80.0
AK,Alaska,Kupreanof city,52083.0,40.0
AK,Alaska,Kwethluk city,44063.0,824.0
AK,Alaska,Kwigillingok CDP,42188.0,331.0
AK,Alaska,Lake Louise CDP,0.0,45.0
AK,Alaska,Lake Minchumina CDP,82813.0,21.0
AK,Alaska,Lakes CDP,83574.0,9028.0
AK,Alaska,Larsen Bay city,47917.0,61.0
AK,Alaska,Lazy Mountain CDP,82109.0,1637.0
AK,Alaska,Levelock CDP,37813.0,114.0
AK,Alaska,Lime Village CDP,,7.0
AK,Alaska,Livengood CDP,0.0,10.0
AK,Alaska,Loring CDP,0.0,0.0
AK,Alaska,Lowell Point CDP,0.0,141.0
AK,Alaska,Lower Kalskag city,30536.0,317.0
AK,Alaska,Lutak CDP,0.0,13.0
AK,Alaska,McCarthy CDP,0.0,107.0
AK,Alaska,McGrath city,64792.0,346.0
AK,Alaska,McKinley Park CDP,78750.0,514.0
AK,Alaska,Manley Hot Springs CDP,54375.0,84.0
AK,Alaska,Manokotak city,36667.0,691.0
AK,Alaska,Marshall city,36875.0,350.0
AK,Alaska,Meadow Lakes CDP,65850.0,7424.0
AK,Alaska,Mekoryuk city,24750.0,174.0
AK,Alaska,Mendeltna CDP,0.0,22.0
AK,Alaska,Mentasta Lake CDP,21250.0,157.0
AK,Alaska,Mertarvik CDP,0.0,0.0
AK,Alaska,Metlakatla CDP,49924.0,1661.0
AK,Alaska,Minto CDP,32250.0,257.0
AK,Alaska,Moose Creek CDP,51369.0,728.0
AK,Alaska,Moose Pass CDP,102750.0,428.0
AK,Alaska,Mosquito Lake CDP,31736.0,126.0
AK,Alaska,Mountain Village city,39205.0,749.0
AK,Alaska,Mud Bay CDP,119423.0,167.0
AK,Alaska,Nabesna CDP,0.0,0.0
AK,Alaska,Naknek CDP,79750.0,567.0
AK,Alaska,Nanwalek CDP,33542.0,238.0
AK,Alaska,Napakiak city,24167.0,352.0
AK,Alaska,Napaskiak city,30625.0,408.0
AK,Alaska,Naukati Bay CDP,,32.0
AK,Alaska,Nelchina CDP,41964.0,170.0
AK,Alaska,Nelson Lagoon CDP,74375.0,42.0
AK,Alaska,Nenana city,43250.0,406.0
AK,Alaska,New Allakaket CDP,26250.0,67.0
AK,Alaska,Newhalen city,56250.0,159.0
AK,Alaska,New Stuyahok city,42813.0,609.0
AK,Alaska,Newtok CDP,38125.0,388.0
AK,Alaska,Nightmute city,39375.0,259.0
AK,Alaska,Nikiski CDP,70909.0,4549.0
AK,Alaska,Nikolaevsk CDP,23125.0,234.0
AK,Alaska,Nikolai city,36875.0,113.0
AK,Alaska,Nikolski CDP,35000.0,37.0
AK,Alaska,Ninilchik CDP,49659.0,728.0
AK,Alaska,Noatak CDP,51250.0,443.0
AK,Alaska,Nome city,76389.0,3773.0
AK,Alaska,Nondalton city,30833.0,182.0
AK,Alaska,Noorvik city,40833.0,608.0
AK,Alaska,North Pole city,70536.0,2265.0
AK,Alaska,Northway CDP,51250.0,131.0
AK,Alaska,Northway Junction CDP,57500.0,64.0
AK,Alaska,Northway Village CDP,20000.0,92.0
AK,Alaska,Nuiqsut city,80938.0,345.0
AK,Alaska,Nulato city,38281.0,285.0
AK,Alaska,Nunam Iqua city,41250.0,129.0
AK,Alaska,Nunapitchuk city,35833.0,554.0
AK,Alaska,Old Harbor city,33750.0,249.0
AK,Alaska,Oscarville CDP,,22.0
AK,Alaska,Ouzinkie city,34464.0,230.0
AK,Alaska,Palmer city,61797.0,6449.0
AK,Alaska,Paxson CDP,0.0,38.0
AK,Alaska,Pedro Bay CDP,56667.0,12.0
AK,Alaska,Pelican city,66667.0,79.0
AK,Alaska,Perryville CDP,38125.0,98.0
AK,Alaska,Petersburg CDP,68641.0,3024.0
AK,Alaska,Petersville CDP,0.0,0.0
AK,Alaska,Pilot Point city,28750.0,53.0
AK,Alaska,Pilot Station city,33125.0,582.0
AK,Alaska,Pitkas Point CDP,47500.0,136.0
AK,Alaska,Platinum city,44063.0,42.0
AK,Alaska,Pleasant Valley CDP,68929.0,168.0
AK,Alaska,Point Baker CDP,0.0,41.0
AK,Alaska,Point Hope city,57292.0,562.0
AK,Alaska,Point Lay CDP,61563.0,285.0
AK,Alaska,Point MacKenzie CDP,78500.0,466.0
AK,Alaska,Point Possession CDP,0.0,0.0
AK,Alaska,Pope-Vannoy Landing CDP,0.0,0.0
AK,Alaska,Portage Creek CDP,0.0,0.0
AK,Alaska,Port Alexander city,82813.0,31.0
AK,Alaska,Port Alsworth CDP,63750.0,147.0
AK,Alaska,Port Clarence CDP,0.0,40.0
AK,Alaska,Port Graham CDP,30000.0,206.0
AK,Alaska,Port Heiden city,59375.0,81.0
AK,Alaska,Port Lions city,41042.0,231.0
AK,Alaska,Port Protection CDP,,82.0
AK,Alaska,Primrose CDP,81458.0,73.0
AK,Alaska,Prudhoe Bay CDP,0.0,2724.0
AK,Alaska,Quinhagak city,31719.0,661.0
AK,Alaska,Rampart CDP,0.0,7.0
AK,Alaska,Red Devil CDP,51875.0,22.0
AK,Alaska,Red Dog Mine CDP,0.0,81.0
AK,Alaska,Ridgeway CDP,103203.0,2195.0
AK,Alaska,Ruby city,24688.0,202.0
AK,Alaska,Russian Mission city,36563.0,410.0
AK,Alaska,St. George city,53750.0,53.0
AK,Alaska,St. Mary's city,42500.0,583.0
AK,Alaska,St. Michael city,33125.0,396.0
AK,Alaska,St. Paul city,57708.0,576.0
AK,Alaska,Salamatof CDP,61458.0,1110.0
AK,Alaska,Salcha CDP,79167.0,984.0
AK,Alaska,Sand Point city,56875.0,1188.0
AK,Alaska,Savoonga city,33661.0,883.0
AK,Alaska,Saxman city,46250.0,401.0
AK,Alaska,Scammon Bay city,27917.0,488.0
AK,Alaska,Selawik city,41827.0,794.0
AK,Alaska,Seldovia city,46875.0,243.0
AK,Alaska,Seldovia Village CDP,59250.0,174.0
AK,Alaska,Seward city,53750.0,2710.0
AK,Alaska,Shageluk city,,43.0
AK,Alaska,Shaktoolik city,38750.0,223.0
AK,Alaska,Shishmaref city,29375.0,573.0
AK,Alaska,Shungnak city,43125.0,342.0
AK,Alaska,Silver Springs CDP,85341.0,168.0
AK,Alaska,Sitka city and borough,70376.0,8943.0
AK,Alaska,Skagway CDP,69643.0,957.0
AK,Alaska,Skwentna CDP,31667.0,42.0
AK,Alaska,Slana CDP,18063.0,84.0
AK,Alaska,Sleetmute CDP,30313.0,96.0
AK,Alaska,Soldotna city,65048.0,4409.0
AK,Alaska,South Naknek CDP,58750.0,63.0
AK,Alaska,South Van Horn CDP,65750.0,581.0
AK,Alaska,Stebbins city,39271.0,547.0
AK,Alaska,Steele Creek CDP,82049.0,6272.0
AK,Alaska,Sterling CDP,71597.0,6054.0
AK,Alaska,Stevens Village CDP,15938.0,25.0
AK,Alaska,Stony River CDP,22500.0,40.0
AK,Alaska,Sunrise CDP,0.0,15.0
AK,Alaska,Susitna CDP,0.0,0.0
AK,Alaska,Susitna North CDP,50536.0,1404.0
AK,Alaska,Sutton-Alpine CDP,35500.0,1602.0
AK,Alaska,Takotna CDP,23750.0,49.0
AK,Alaska,Talkeetna CDP,49861.0,616.0
AK,Alaska,Tanacross CDP,18194.0,127.0
AK,Alaska,Tanaina CDP,78263.0,9640.0
AK,Alaska,Tanana city,45625.0,277.0
AK,Alaska,Tatitlek CDP,40000.0,86.0
AK,Alaska,Tazlina CDP,64688.0,358.0
AK,Alaska,Teller city,24792.0,165.0
AK,Alaska,Tenakee Springs city,54375.0,150.0
AK,Alaska,Tetlin CDP,21563.0,121.0
AK,Alaska,Thorne Bay city,53393.0,566.0
AK,Alaska,Togiak city,46250.0,787.0
AK,Alaska,Tok CDP,56818.0,1331.0
AK,Alaska,Toksook Bay city,64000.0,549.0
AK,Alaska,Tolsona CDP,0.0,0.0
AK,Alaska,Tonsina CDP,0.0,30.0
AK,Alaska,Trapper Creek CDP,23125.0,432.0
AK,Alaska,Tuluksak CDP,23214.0,436.0
AK,Alaska,Tuntutuliak CDP,36750.0,466.0
AK,Alaska,Tununak CDP,32500.0,294.0
AK,Alaska,Twin Hills CDP,38125.0,95.0
AK,Alaska,Two Rivers CDP,66466.0,238.0
AK,Alaska,Tyonek CDP,33750.0,214.0
AK,Alaska,Ugashik CDP,53958.0,19.0
AK,Alaska,Unalakleet city,68015.0,710.0
AK,Alaska,Unalaska city,90500.0,4619.0
AK,Alaska,Upper Kalskag city,36806.0,284.0
AK,Alaska,Valdez city,98204.0,3979.0
AK,Alaska,Venetie CDP,27500.0,177.0
AK,Alaska,Wainwright city,64583.0,458.0
AK,Alaska,Wales city,29063.0,155.0
AK,Alaska,Wasilla city,61541.0,8676.0
AK,Alaska,Whale Pass CDP,0.0,16.0
AK,Alaska,White Mountain city,27083.0,179.0
AK,Alaska,Whitestone CDP,0.0,195.0
AK,Alaska,Whitestone Logging Camp CDP,0.0,0.0
AK,Alaska,Whittier city,55893.0,295.0
AK,Alaska,Willow CDP,61970.0,2085.0
AK,Alaska,Willow Creek CDP,0.0,8.0
AK,Alaska,Wiseman CDP,0.0,11.0
AK,Alaska,Womens Bay CDP,86818.0,852.0
AK,Alaska,Wrangell city and borough,48603.0,2387.0
AK,Alaska,Yakutat CDP,72500.0,597.0
AZ,Arizona,Aguila CDP,26842.0,1066.0
AZ,Arizona,Ajo CDP,32964.0,3886.0
AZ,Arizona,Ak Chin CDP,0.0,33.0
AZ,Arizona,Ak-Chin Village CDP,25197.0,1193.0
AZ,Arizona,Alamo Lake CDP,0.0,4.0
AZ,Arizona,Ali Chuk CDP,18661.0,149.0
AZ,Arizona,Ali Chukson CDP,,108.0
AZ,Arizona,Ali Molina CDP,,131.0
AZ,Arizona,Alpine CDP,,95.0
AZ,Arizona,Amado CDP,50284.0,165.0
AZ,Arizona,Anegam CDP,,79.0
AZ,Arizona,Antares CDP,25417.0,113.0
AZ,Arizona,Anthem CDP,85893.0,22995.0
AZ,Arizona,Apache Junction city,35671.0,36586.0
AZ,Arizona,Arivaca CDP,22130.0,587.0
AZ,Arizona,Arivaca Junction CDP,36354.0,868.0
AZ,Arizona,Arizona City CDP,42927.0,8969.0
AZ,Arizona,Arizona Village CDP,35625.0,929.0
AZ,Arizona,Arlington CDP,,77.0
AZ,Arizona,Ash Fork CDP,25762.0,650.0
AZ,Arizona,Avenue B and C CDP,26495.0,3798.0
AZ,Arizona,Avondale city,55100.0,78872.0
AZ,Arizona,Avra Valley CDP,49902.0,4736.0
AZ,Arizona,Aztec CDP,0.0,2.0
AZ,Arizona,Bagdad CDP,78233.0,1913.0
AZ,Arizona,Bear Flat CDP,0.0,9.0
AZ,Arizona,Beaver Dam CDP,45078.0,1622.0
AZ,Arizona,Beaver Valley CDP,,175.0
AZ,Arizona,Benson city,32010.0,5013.0
AZ,Arizona,Beyerville CDP,31875.0,286.0
AZ,Arizona,Bisbee city,31010.0,5415.0
AZ,Arizona,Bitter Springs CDP,25000.0,443.0
AZ,Arizona,Black Canyon City CDP,35781.0,2325.0
AZ,Arizona,Blackwater CDP,18068.0,1247.0
AZ,Arizona,Bluewater CDP,33355.0,710.0
AZ,Arizona,Bouse CDP,30326.0,711.0
AZ,Arizona,Bowie CDP,33438.0,366.0
AZ,Arizona,Brenda CDP,57708.0,429.0
AZ,Arizona,Bryce CDP,56771.0,72.0
AZ,Arizona,Buckeye town,58939.0,57165.0
AZ,Arizona,Buckshot CDP,0.0,14.0
AZ,Arizona,Bullhead City city,35948.0,39424.0
AZ,Arizona,Burnside CDP,24583.0,543.0
AZ,Arizona,Bylas CDP,24028.0,1834.0
AZ,Arizona,Cactus Flats CDP,56897.0,1356.0
AZ,Arizona,Cactus Forest CDP,26573.0,518.0
AZ,Arizona,Cameron CDP,35000.0,1199.0
AZ,Arizona,Campo Bonito CDP,0.0,18.0
AZ,Arizona,Camp Verde town,32957.0,11008.0
AZ,Arizona,Cane Beds CDP,47647.0,569.0
AZ,Arizona,Canyon Day CDP,30000.0,1310.0
AZ,Arizona,Carefree town,93014.0,3491.0
AZ,Arizona,Carrizo CDP,22946.0,208.0
AZ,Arizona,Casa Blanca CDP,18750.0,1623.0
AZ,Arizona,Casa Grande city,44348.0,49796.0
AZ,Arizona,Casas Adobes CDP,56265.0,68862.0
AZ,Arizona,Catalina CDP,50885.0,7456.0
AZ,Arizona,Catalina Foothills CDP,78586.0,50940.0
AZ,Arizona,Cave Creek town,76149.0,5122.0
AZ,Arizona,Cedar Creek CDP,22411.0,416.0
AZ,Arizona,Centennial Park CDP,45060.0,1411.0
AZ,Arizona,Central CDP,,406.0
AZ,Arizona,Central Heights-Midland City CDP,34000.0,3030.0
AZ,Arizona,Chandler city,72695.0,250202.0
AZ,Arizona,Charco CDP,,16.0
AZ,Arizona,Chiawuli Tak CDP,0.0,42.0
AZ,Arizona,Chilchinbito CDP,16528.0,839.0
AZ,Arizona,Chinle CDP,41296.0,4947.0
AZ,Arizona,Chino Valley town,43379.0,10961.0
AZ,Arizona,Chloride CDP,20431.0,182.0
AZ,Arizona,Christopher Creek CDP,23611.0,37.0
AZ,Arizona,Chuichu CDP,39350.0,221.0
AZ,Arizona,Cibecue CDP,18088.0,1848.0
AZ,Arizona,Cibola CDP,36940.0,393.0
AZ,Arizona,Cienega Springs CDP,33636.0,1798.0
AZ,Arizona,Citrus Park CDP,93684.0,4451.0
AZ,Arizona,Clacks Canyon CDP,100104.0,113.0
AZ,Arizona,Clarkdale town,46949.0,4132.0
AZ,Arizona,Claypool CDP,32796.0,1843.0
AZ,Arizona,Clay Springs CDP,,503.0
AZ,Arizona,Clifton town,58036.0,3500.0
AZ,Arizona,Colorado City town,30150.0,4808.0
AZ,Arizona,Comobabi CDP,0.0,49.0
AZ,Arizona,Concho CDP,0.0,238.0
AZ,Arizona,Congress CDP,39364.0,1255.0
AZ,Arizona,Coolidge city,39621.0,11973.0
AZ,Arizona,Copper Hill CDP,0.0,18.0
AZ,Arizona,Cordes Lakes CDP,30815.0,2642.0
AZ,Arizona,Cornfields CDP,21250.0,300.0
AZ,Arizona,Cornville CDP,38900.0,2708.0
AZ,Arizona,Corona de Tucson CDP,90231.0,7023.0
AZ,Arizona,Cottonwood CDP,41875.0,178.0
AZ,Arizona,Cottonwood CDP,41875.0,11493.0
AZ,Arizona,Cottonwood city,36440.0,178.0
AZ,Arizona,Cottonwood city,36440.0,11493.0
AZ,Arizona,Cowlic CDP,0.0,90.0
AZ,Arizona,Crozier CDP,45208.0,24.0
AZ,Arizona,Crystal Beach CDP,38625.0,160.0
AZ,Arizona,Cutter CDP,0.0,64.0
AZ,Arizona,Dateland CDP,45417.0,249.0
AZ,Arizona,Deer Creek CDP,55179.0,204.0
AZ,Arizona,Del Muerto CDP,,411.0
AZ,Arizona,Dennehotso CDP,23500.0,752.0
AZ,Arizona,Desert Hills CDP,30513.0,2602.0
AZ,Arizona,Dewey-Humboldt town,44167.0,3928.0
AZ,Arizona,Dilkon CDP,30833.0,1268.0
AZ,Arizona,Dolan Springs CDP,19615.0,2050.0
AZ,Arizona,Doney Park CDP,82806.0,5944.0
AZ,Arizona,Donovan Estates CDP,37938.0,1313.0
AZ,Arizona,Douglas city,27975.0,16911.0
AZ,Arizona,Dragoon CDP,65074.0,108.0
AZ,Arizona,Drexel Heights CDP,45617.0,28233.0
AZ,Arizona,Dripping Springs CDP,32222.0,103.0
AZ,Arizona,Drysdale CDP,13750.0,223.0
AZ,Arizona,Dudleyville CDP,56518.0,336.0
AZ,Arizona,Duncan town,29400.0,683.0
AZ,Arizona,Eagar town,50675.0,4930.0
AZ,Arizona,East Fork CDP,15994.0,709.0
AZ,Arizona,East Globe CDP,101313.0,143.0
AZ,Arizona,East Verde Estates CDP,34408.0,232.0
AZ,Arizona,Ehrenberg CDP,37125.0,979.0
AZ,Arizona,El Capitan CDP,74028.0,131.0
AZ,Arizona,Elephant Head CDP,70060.0,650.0
AZ,Arizona,Elfrida CDP,38750.0,383.0
AZ,Arizona,Elgin CDP,73214.0,184.0
AZ,Arizona,El Mirage city,50326.0,33010.0
AZ,Arizona,Eloy city,31033.0,16954.0
AZ,Arizona,El Prado Estates CDP,33750.0,415.0
AZ,Arizona,First Mesa CDP,23790.0,1739.0
AZ,Arizona,Flagstaff city,48680.0,68375.0
AZ,Arizona,Florence town,47891.0,30770.0
AZ,Arizona,Flowing Springs CDP,,61.0
AZ,Arizona,Flowing Wells CDP,34138.0,16078.0
AZ,Arizona,Fort Apache CDP,110250.0,135.0
AZ,Arizona,Fort Defiance CDP,33264.0,4005.0
AZ,Arizona,Fort Mohave CDP,42418.0,13686.0
AZ,Arizona,Fort Thomas CDP,50125.0,481.0
AZ,Arizona,Fortuna Foothills CDP,50504.0,27487.0
AZ,Arizona,Fort Valley CDP,111345.0,1105.0
AZ,Arizona,Fountain Hills town,73272.0,23322.0
AZ,Arizona,Franklin CDP,,34.0
AZ,Arizona,Fredonia town,46490.0,1688.0
AZ,Arizona,Freedom Acres CDP,43472.0,57.0
AZ,Arizona,Gadsden CDP,,579.0
AZ,Arizona,Ganado CDP,30556.0,1007.0
AZ,Arizona,Geronimo Estates CDP,0.0,160.0
AZ,Arizona,Gila Bend town,29795.0,1725.0
AZ,Arizona,Gila Crossing CDP,35500.0,748.0
AZ,Arizona,Gilbert town,82424.0,230781.0
AZ,Arizona,Gisela CDP,35444.0,652.0
AZ,Arizona,Glendale city,46776.0,234844.0
AZ,Arizona,Globe city,42405.0,7430.0
AZ,Arizona,Gold Canyon CDP,67876.0,9597.0
AZ,Arizona,Golden Shores CDP,29118.0,1460.0
AZ,Arizona,Golden Valley CDP,33639.0,8946.0
AZ,Arizona,Goodyear city,70323.0,72880.0
AZ,Arizona,Goodyear Village CDP,22361.0,407.0
AZ,Arizona,Grand Canyon Village CDP,38137.0,1504.0
AZ,Arizona,Grand Canyon West CDP,0.0,0.0
AZ,Arizona,Greasewood CDP,27222.0,519.0
AZ,Arizona,Green Valley CDP,46682.0,22419.0
AZ,Arizona,Greer CDP,0.0,46.0
AZ,Arizona,Guadalupe town,29375.0,6012.0
AZ,Arizona,Gu Oidak CDP,35625.0,123.0
AZ,Arizona,Hackberry CDP,43750.0,94.0
AZ,Arizona,Haigler Creek CDP,0.0,27.0
AZ,Arizona,Haivana Nakya CDP,,203.0
AZ,Arizona,Hard Rock CDP,,80.0
AZ,Arizona,Hayden town,38167.0,600.0
