State,State_Full,City,poverty_rate,Population
AK,Alaska,Akutan city,16.1,899.0
AK,Alaska,Alakanuk city,44.6,777.0
AK,Alaska,Alatna CDP,0.0,1.0
AK,Alaska,Alcan Border CDP,0.0,51.0
AK,Alaska,Aleknagik city,11.6,199.0
AK,Alaska,Aleneva CDP,0.0,59.0
AK,Alaska,Allakaket city,9.1,77.0
AK,Alaska,Ambler city,21.4,280.0
AK,Alaska,Anaktuvuk Pass city,26.3,247.0
AK,Alaska,Anchorage municipality,8.2,299107.0
AK,Alaska,Anchor Point CDP,10.1,1951.0
AK,Alaska,Anderson city,0.0,201.0
AK,Alaska,Angoon city,17.8,382.0
AK,Alaska,Aniak city,19.0,525.0
AK,Alaska,Anvik city,16.3,87.0
AK,Alaska,Arctic Village CDP,36.6,138.0
AK,Alaska,Atka city,1.5,66.0
AK,Alaska,Atmautluak CDP,25.6,258.0
AK,Alaska,Atqasuk city,23.3,159.0
AK,Alaska,Attu Station CDP,0.0,16.0
AK,Alaska,Badger CDP,4.5,21197.0
AK,Alaska,Barrow city,11.7,4293.0
AK,Alaska,Bear Creek CDP,12.7,1824.0
AK,Alaska,Beaver CDP,30.0,60.0
AK,Alaska,Beluga CDP,33.3,6.0
AK,Alaska,Bethel city,11.4,6370.0
AK,Alaska,Bettles city,0.0,22.0
AK,Alaska,Big Delta CDP,13.0,539.0
AK,Alaska,Big Lake CDP,9.6,3815.0
AK,Alaska,Birch Creek CDP,100.0,1.0
AK,Alaska,Brevig Mission city,57.6,442.0
AK,Alaska,Buckland city,24.4,596.0
AK,Alaska,Buffalo Soapstone CDP,4.6,827.0
AK,Alaska,Butte CDP,9.6,3854.0
AK,Alaska,Cantwell CDP,9.1,209.0
AK,Alaska,Central CDP,5.2,58.0
AK,Alaska,Chalkyitsik CDP,36.6,101.0
AK,Alaska,Chase CDP,0.0,23.0
AK,Alaska,Chefornak city,18.4,516.0
AK,Alaska,Chena Ridge CDP,4.9,5473.0
AK,Alaska,Chenega CDP,34.8,66.0
AK,Alaska,Chevak city,32.8,1082.0
AK,Alaska,Chickaloon CDP,13.5,284.0
AK,Alaska,Chicken CDP,0.0,0.0
AK,Alaska,Chignik city,0.0,70.0
AK,Alaska,Chignik Lagoon CDP,0.0,73.0
AK,Alaska,Chignik Lake CDP,8.6,70.0
AK,Alaska,Chiniak CDP,0.0,23.0
AK,Alaska,Chisana CDP,0.0,0.0
AK,Alaska,Chistochina CDP,20.3,59.0
AK,Alaska,Chitina CDP,15.0,80.0
AK,Alaska,Chuathbaluk city,50.5,116.0
AK,Alaska,Circle CDP,63.6,118.0
AK,Alaska,Clam Gulch CDP,13.2,182.0
AK,Alaska,Clark's Point city,55.4,56.0
AK,Alaska,Coffman Cove city,6.0,150.0
AK,Alaska,Cohoe CDP,16.0,1577.0
AK,Alaska,Cold Bay city,0.0,46.0
AK,Alaska,Coldfoot CDP,30.0,10.0
AK,Alaska,College CDP,8.2,14675.0
AK,Alaska,Cooper Landing CDP,4.2,457.0
AK,Alaska,Copper Center CDP,18.8,405.0
AK,Alaska,Cordova city,5.8,2621.0
AK,Alaska,Covenant Life CDP,0.0,105.0
AK,Alaska,Craig city,13.9,1231.0
AK,Alaska,Crooked Creek CDP,39.8,98.0
AK,Alaska,Crown Point CDP,0.0,132.0
AK,Alaska,Deering city,14.0,144.0
AK,Alaska,Delta Junction city,10.6,1045.0
AK,Alaska,Deltana CDP,14.9,2311.0
AK,Alaska,Diamond Ridge CDP,9.2,1140.0
AK,Alaska,Dillingham city,12.3,2307.0
AK,Alaska,Diomede city,65.1,43.0
AK,Alaska,Dot Lake CDP,0.0,0.0
AK,Alaska,Dot Lake Village CDP,25.9,54.0
AK,Alaska,Dry Creek CDP,15.5,84.0
AK,Alaska,Eagle city,25.8,89.0
AK,Alaska,Eagle Village CDP,17.6,17.0
AK,Alaska,Edna Bay city,0.0,0.0
AK,Alaska,Eek city,21.2,455.0
AK,Alaska,Egegik city,17.6,68.0
AK,Alaska,Eielson AFB CDP,6.8,2630.0
AK,Alaska,Ekwok city,28.6,78.0
AK,Alaska,Elfin Cove CDP,0.0,24.0
AK,Alaska,Elim city,29.3,328.0
AK,Alaska,Emmonak city,25.8,835.0
AK,Alaska,Ester CDP,9.1,3008.0
AK,Alaska,Eureka Roadhouse CDP,0.0,0.0
AK,Alaska,Evansville CDP,0.0,16.0
AK,Alaska,Excursion Inlet CDP,12.5,40.0
AK,Alaska,Fairbanks city,13.1,32193.0
AK,Alaska,False Pass city,5.4,37.0
AK,Alaska,Farmers Loop CDP,5.8,4149.0
AK,Alaska,Farm Loop CDP,4.1,1081.0
AK,Alaska,Ferry CDP,100.0,6.0
AK,Alaska,Fishhook CDP,4.8,5323.0
AK,Alaska,Flat CDP,0.0,0.0
AK,Alaska,Fort Greely CDP,0.0,391.0
AK,Alaska,Fort Yukon city,18.5,555.0
AK,Alaska,Four Mile Road CDP,0.0,10.0
AK,Alaska,Fox CDP,0.0,558.0
AK,Alaska,Fox River CDP,17.1,649.0
AK,Alaska,Fritz Creek CDP,11.7,1910.0
AK,Alaska,Funny River CDP,11.9,776.0
AK,Alaska,Gakona CDP,8.8,205.0
AK,Alaska,Galena city,7.9,554.0
AK,Alaska,Gambell city,41.3,718.0
AK,Alaska,Game Creek CDP,0.0,36.0
AK,Alaska,Gateway CDP,7.8,5610.0
AK,Alaska,Glacier View CDP,9.2,249.0
AK,Alaska,Glennallen CDP,0.0,366.0
AK,Alaska,Goldstream CDP,3.7,3862.0
AK,Alaska,Golovin city,39.4,132.0
AK,Alaska,Goodnews Bay city,36.2,230.0
AK,Alaska,Grayling city,42.0,171.0
AK,Alaska,Gulkana CDP,7.8,115.0
AK,Alaska,Gustavus city,8.1,496.0
AK,Alaska,Haines CDP,5.1,1955.0
AK,Alaska,Halibut Cove CDP,0.0,23.0
AK,Alaska,Happy Valley CDP,15.5,607.0
AK,Alaska,Harding-Birch Lakes CDP,4.2,142.0
AK,Alaska,Healy CDP,6.8,1120.0
AK,Alaska,Healy Lake CDP,0.0,0.0
AK,Alaska,Hobart Bay CDP,0.0,0.0
AK,Alaska,Hollis CDP,4.8,124.0
AK,Alaska,Holy Cross city,13.1,214.0
AK,Alaska,Homer city,12.6,5324.0
AK,Alaska,Hoonah city,16.4,821.0
AK,Alaska,Hooper Bay city,40.9,1140.0
AK,Alaska,Hope CDP,0.0,50.0
AK,Alaska,Houston city,14.8,1977.0
AK,Alaska,Hughes city,21.0,62.0
AK,Alaska,Huslia city,24.5,420.0
AK,Alaska,Hydaburg city,17.3,277.0
AK,Alaska,Hyder CDP,46.2,13.0
AK,Alaska,Igiugig CDP,6.1,49.0
AK,Alaska,Iliamna CDP,15.8,78.0
AK,Alaska,Ivanof Bay CDP,0.0,0.0
AK,Alaska,Juneau city and borough,6.6,32531.0
AK,Alaska,Kachemak city,8.9,551.0
AK,Alaska,Kake city,21.8,628.0
AK,Alaska,Kaktovik city,4.1,155.0
AK,Alaska,Kalifornsky CDP,5.1,7965.0
AK,Alaska,Kaltag city,13.5,192.0
AK,Alaska,Karluk CDP,31.8,44.0
AK,Alaska,Kasaan city,2.8,71.0
AK,Alaska,Kasigluk CDP,35.8,599.0
AK,Alaska,Kasilof CDP,5.7,388.0
AK,Alaska,Kenai city,10.9,7463.0
AK,Alaska,Kenny Lake CDP,35.9,128.0
AK,Alaska,Ketchikan city,16.6,8197.0
AK,Alaska,Kiana city,36.3,380.0
AK,Alaska,King Cove city,17.5,1074.0
AK,Alaska,King Salmon CDP,11.9,340.0
AK,Alaska,Kipnuk CDP,35.1,686.0
AK,Alaska,Kivalina city,29.9,576.0
AK,Alaska,Klawock city,17.5,792.0
AK,Alaska,Klukwan CDP,10.6,66.0
AK,Alaska,Knik-Fairview CDP,8.2,16017.0
AK,Alaska,Knik River CDP,7.1,765.0
AK,Alaska,Kobuk city,49.1,159.0
AK,Alaska,Kodiak city,11.8,6293.0
AK,Alaska,Kodiak Station CDP,6.8,1398.0
AK,Alaska,Kokhanok CDP,24.1,145.0
AK,Alaska,Koliganek CDP,14.7,129.0
AK,Alaska,Kongiganak CDP,26.2,408.0
AK,Alaska,Kotlik city,31.6,643.0
AK,Alaska,Kotzebue city,16.3,3283.0
AK,Alaska,Koyuk city,48.9,272.0
AK,Alaska,Koyukuk city,46.3,80.0
AK,Alaska,Kupreanof city,5.0,40.0
AK,Alaska,Kwethluk city,28.3,824.0
AK,Alaska,Kwigillingok CDP,21.5,331.0
AK,Alaska,Lake Louise CDP,46.7,45.0
AK,Alaska,Lake Minchumina CDP,14.3,21.0
AK,Alaska,Lakes CDP,7.3,9028.0
AK,Alaska,Larsen Bay city,13.1,61.0
AK,Alaska,Lazy Mountain CDP,8.2,1637.0
AK,Alaska,Levelock CDP,20.2,114.0
AK,Alaska,Lime Village CDP,85.7,7.0
AK,Alaska,Livengood CDP,0.0,10.0
AK,Alaska,Loring CDP,0.0,0.0
AK,Alaska,Lowell Point CDP,35.5,141.0
AK,Alaska,Lower Kalskag city,35.2,317.0
AK,Alaska,Lutak CDP,0.0,13.0
AK,Alaska,McCarthy CDP,0.0,107.0
AK,Alaska,McGrath city,16.8,346.0
AK,Alaska,McKinley Park CDP,30.2,514.0
AK,Alaska,Manley Hot Springs CDP,33.3,84.0
AK,Alaska,Manokotak city,17.4,691.0
AK,Alaska,Marshall city,20.3,350.0
AK,Alaska,Meadow Lakes CDP,12.9,7424.0
AK,Alaska,Mekoryuk city,18.4,174.0
AK,Alaska,Mendeltna CDP,0.0,22.0
AK,Alaska,Mentasta Lake CDP,57.3,157.0
AK,Alaska,Mertarvik CDP,0.0,0.0
AK,Alaska,Metlakatla CDP,12.0,1661.0
AK,Alaska,Minto CDP,19.1,257.0
AK,Alaska,Moose Creek CDP,2.1,728.0
AK,Alaska,Moose Pass CDP,14.9,428.0
AK,Alaska,Mosquito Lake CDP,9.5,126.0
AK,Alaska,Mountain Village city,29.0,749.0
AK,Alaska,Mud Bay CDP,0.0,167.0
AK,Alaska,Nabesna CDP,0.0,0.0
AK,Alaska,Naknek CDP,3.9,567.0
AK,Alaska,Nanwalek CDP,60.5,238.0
AK,Alaska,Napakiak city,53.1,352.0
AK,Alaska,Napaskiak city,28.3,408.0
AK,Alaska,Naukati Bay CDP,40.6,32.0
AK,Alaska,Nelchina CDP,22.4,170.0
AK,Alaska,Nelson Lagoon CDP,7.1,42.0
AK,Alaska,Nenana city,15.3,406.0
AK,Alaska,New Allakaket CDP,28.1,67.0
AK,Alaska,Newhalen city,17.7,159.0
AK,Alaska,New Stuyahok city,30.8,609.0
AK,Alaska,Newtok CDP,42.3,388.0
AK,Alaska,Nightmute city,26.6,259.0
AK,Alaska,Nikiski CDP,8.3,4549.0
AK,Alaska,Nikolaevsk CDP,21.8,234.0
AK,Alaska,Nikolai city,21.1,113.0
AK,Alaska,Nikolski CDP,32.4,37.0
AK,Alaska,Ninilchik CDP,10.8,728.0
AK,Alaska,Noatak CDP,24.4,443.0
AK,Alaska,Nome city,11.3,3773.0
AK,Alaska,Nondalton city,39.6,182.0
AK,Alaska,Noorvik city,37.2,608.0
AK,Alaska,North Pole city,7.5,2265.0
AK,Alaska,Northway CDP,21.4,131.0
AK,Alaska,Northway Junction CDP,46.9,64.0
AK,Alaska,Northway Village CDP,50.0,92.0
AK,Alaska,Nuiqsut city,6.2,345.0
AK,Alaska,Nulato city,27.6,285.0
AK,Alaska,Nunam Iqua city,16.3,129.0
AK,Alaska,Nunapitchuk city,43.9,554.0
AK,Alaska,Old Harbor city,18.8,249.0
AK,Alaska,Oscarville CDP,27.3,22.0
AK,Alaska,Ouzinkie city,21.3,230.0
AK,Alaska,Palmer city,11.5,6449.0
AK,Alaska,Paxson CDP,0.0,38.0
AK,Alaska,Pedro Bay CDP,8.3,12.0
AK,Alaska,Pelican city,0.0,79.0
AK,Alaska,Perryville CDP,33.7,98.0
AK,Alaska,Petersburg CDP,10.8,3024.0
AK,Alaska,Petersville CDP,0.0,0.0
AK,Alaska,Pilot Point city,35.8,53.0
AK,Alaska,Pilot Station city,39.3,582.0
AK,Alaska,Pitkas Point CDP,25.7,136.0
AK,Alaska,Platinum city,40.5,42.0
AK,Alaska,Pleasant Valley CDP,11.9,168.0
AK,Alaska,Point Baker CDP,78.0,41.0
AK,Alaska,Point Hope city,17.6,562.0
AK,Alaska,Point Lay CDP,19.0,285.0
AK,Alaska,Point MacKenzie CDP,9.0,466.0
AK,Alaska,Point Possession CDP,0.0,0.0
AK,Alaska,Pope-Vannoy Landing CDP,0.0,0.0
AK,Alaska,Portage Creek CDP,0.0,0.0
AK,Alaska,Port Alexander city,0.0,31.0
AK,Alaska,Port Alsworth CDP,2.1,147.0
AK,Alaska,Port Clarence CDP,0.0,40.0
AK,Alaska,Port Graham CDP,28.2,206.0
AK,Alaska,Port Heiden city,0.0,81.0
AK,Alaska,Port Lions city,20.8,231.0
AK,Alaska,Port Protection CDP,39.0,82.0
AK,Alaska,Primrose CDP,8.2,73.0
AK,Alaska,Prudhoe Bay CDP,3.9,2724.0
AK,Alaska,Quinhagak city,38.0,661.0
AK,Alaska,Rampart CDP,0.0,7.0
AK,Alaska,Red Devil CDP,31.8,22.0
AK,Alaska,Red Dog Mine CDP,0.0,81.0
AK,Alaska,Ridgeway CDP,9.6,2195.0
AK,Alaska,Ruby city,33.2,202.0
AK,Alaska,Russian Mission city,33.3,410.0
AK,Alaska,St. George city,11.3,53.0
AK,Alaska,St. Mary's city,20.8,583.0
AK,Alaska,St. Michael city,38.0,396.0
AK,Alaska,St. Paul city,14.8,576.0
AK,Alaska,Salamatof CDP,14.9,1110.0
AK,Alaska,Salcha CDP,9.8,984.0
AK,Alaska,Sand Point city,18.2,1188.0
AK,Alaska,Savoonga city,48.4,883.0
AK,Alaska,Saxman city,15.2,401.0
AK,Alaska,Scammon Bay city,44.1,488.0
AK,Alaska,Selawik city,29.9,794.0
AK,Alaska,Seldovia city,9.5,243.0
AK,Alaska,Seldovia Village CDP,10.9,174.0
AK,Alaska,Seward city,8.4,2710.0
AK,Alaska,Shageluk city,25.6,43.0
AK,Alaska,Shaktoolik city,23.3,223.0
AK,Alaska,Shishmaref city,42.8,573.0
AK,Alaska,Shungnak city,28.8,342.0
AK,Alaska,Silver Springs CDP,7.7,168.0
AK,Alaska,Sitka city and borough,9.0,8943.0
AK,Alaska,Skagway CDP,4.6,957.0
AK,Alaska,Skwentna CDP,26.2,42.0
AK,Alaska,Slana CDP,92.9,84.0
AK,Alaska,Sleetmute CDP,33.7,96.0
AK,Alaska,Soldotna city,5.2,4409.0
AK,Alaska,South Naknek CDP,12.7,63.0
AK,Alaska,South Van Horn CDP,29.6,581.0
AK,Alaska,Stebbins city,29.3,547.0
AK,Alaska,Steele Creek CDP,3.1,6272.0
AK,Alaska,Sterling CDP,10.1,6054.0
AK,Alaska,Stevens Village CDP,72.0,25.0
AK,Alaska,Stony River CDP,62.5,40.0
AK,Alaska,Sunrise CDP,0.0,15.0
AK,Alaska,Susitna CDP,0.0,0.0
AK,Alaska,Susitna North CDP,14.3,1404.0
AK,Alaska,Sutton-Alpine CDP,28.6,1602.0
AK,Alaska,Takotna CDP,32.7,49.0
AK,Alaska,Talkeetna CDP,6.7,616.0
AK,Alaska,Tanacross CDP,30.7,127.0
AK,Alaska,Tanaina CDP,12.2,9640.0
AK,Alaska,Tanana city,4.2,277.0
AK,Alaska,Tatitlek CDP,12.8,86.0
AK,Alaska,Tazlina CDP,14.5,358.0
AK,Alaska,Teller city,39.4,165.0
AK,Alaska,Tenakee Springs city,2.0,150.0
AK,Alaska,Tetlin CDP,38.1,121.0
AK,Alaska,Thorne Bay city,13.4,566.0
AK,Alaska,Togiak city,23.5,787.0
AK,Alaska,Tok CDP,16.8,1331.0
AK,Alaska,Toksook Bay city,14.6,549.0
AK,Alaska,Tolsona CDP,0.0,0.0
AK,Alaska,Tonsina CDP,0.0,30.0
AK,Alaska,Trapper Creek CDP,21.8,432.0
AK,Alaska,Tuluksak CDP,74.7,436.0
AK,Alaska,Tuntutuliak CDP,42.0,466.0
AK,Alaska,Tununak CDP,32.9,294.0
AK,Alaska,Twin Hills CDP,29.5,95.0
AK,Alaska,Two Rivers CDP,0.0,238.0
AK,Alaska,Tyonek CDP,21.0,214.0
AK,Alaska,Ugashik CDP,0.0,19.0
AK,Alaska,Unalakleet city,14.9,710.0
AK,Alaska,Unalaska city,7.6,4619.0
AK,Alaska,Upper Kalskag city,18.3,284.0
AK,Alaska,Valdez city,9.4,3979.0
AK,Alaska,Venetie CDP,53.1,177.0
AK,Alaska,Wainwright city,18.2,458.0
AK,Alaska,Wales city,34.8,155.0
AK,Alaska,Wasilla city,11.7,8676.0
AK,Alaska,Whale Pass CDP,0.0,16.0
AK,Alaska,White Mountain city,34.3,179.0
AK,Alaska,Whitestone CDP,6.0,195.0
AK,Alaska,Whitestone Logging Camp CDP,0.0,0.0
AK,Alaska,Whittier city,11.2,295.0
AK,Alaska,Willow CDP,13.4,2085.0
AK,Alaska,Willow Creek CDP,0.0,8.0
AK,Alaska,Wiseman CDP,0.0,11.0
AK,Alaska,Womens Bay CDP,13.8,852.0
AK,Alaska,Wrangell city and borough,11.8,2387.0
AK,Alaska,Yakutat CDP,5.9,597.0
AZ,Arizona,Aguila CDP,57.4,1066.0
AZ,Arizona,Ajo CDP,33.6,3886.0
AZ,Arizona,Ak Chin CDP,12.1,33.0
AZ,Arizona,Ak-Chin Village CDP,54.5,1193.0
AZ,Arizona,Alamo Lake CDP,0.0,4.0
AZ,Arizona,Ali Chuk CDP,73.2,149.0
AZ,Arizona,Ali Chukson CDP,17.6,108.0
AZ,Arizona,Ali Molina CDP,62.6,131.0
AZ,Arizona,Alpine CDP,20.0,95.0
AZ,Arizona,Amado CDP,0.0,165.0
AZ,Arizona,Anegam CDP,49.4,79.0
AZ,Arizona,Antares CDP,40.7,113.0
AZ,Arizona,Anthem CDP,2.9,22995.0
AZ,Arizona,Apache Junction city,24.0,36586.0
AZ,Arizona,Arivaca CDP,16.4,587.0
AZ,Arizona,Arivaca Junction CDP,30.3,868.0
AZ,Arizona,Arizona City CDP,17.7,8969.0
AZ,Arizona,Arizona Village CDP,33.7,929.0
AZ,Arizona,Arlington CDP,0.0,77.0
AZ,Arizona,Ash Fork CDP,74.8,650.0
AZ,Arizona,Avenue B and C CDP,43.7,3798.0
AZ,Arizona,Avondale city,18.6,78872.0
AZ,Arizona,Avra Valley CDP,13.3,4736.0
AZ,Arizona,Aztec CDP,0.0,2.0
AZ,Arizona,Bagdad CDP,3.6,1913.0
AZ,Arizona,Bear Flat CDP,0.0,9.0
AZ,Arizona,Beaver Dam CDP,29.2,1622.0
AZ,Arizona,Beaver Valley CDP,0.0,175.0
AZ,Arizona,Benson city,22.1,5013.0
AZ,Arizona,Beyerville CDP,45.1,286.0
AZ,Arizona,Bisbee city,29.1,5415.0
AZ,Arizona,Bitter Springs CDP,49.4,443.0
AZ,Arizona,Black Canyon City CDP,14.7,2325.0
AZ,Arizona,Blackwater CDP,61.0,1247.0
AZ,Arizona,Bluewater CDP,12.1,710.0
AZ,Arizona,Bouse CDP,8.0,711.0
AZ,Arizona,Bowie CDP,21.6,366.0
AZ,Arizona,Brenda CDP,11.0,429.0
AZ,Arizona,Bryce CDP,15.3,72.0
AZ,Arizona,Buckeye town,14.8,57165.0
AZ,Arizona,Buckshot CDP,0.0,14.0
AZ,Arizona,Bullhead City city,19.7,39424.0
AZ,Arizona,Burnside CDP,45.3,543.0
AZ,Arizona,Bylas CDP,56.9,1834.0
AZ,Arizona,Cactus Flats CDP,26.6,1356.0
AZ,Arizona,Cactus Forest CDP,8.0,518.0
AZ,Arizona,Cameron CDP,38.2,1199.0
AZ,Arizona,Campo Bonito CDP,0.0,18.0
AZ,Arizona,Camp Verde town,25.4,11008.0
AZ,Arizona,Cane Beds CDP,16.9,569.0
AZ,Arizona,Canyon Day CDP,43.8,1310.0
AZ,Arizona,Carefree town,9.6,3491.0
AZ,Arizona,Carrizo CDP,65.9,208.0
AZ,Arizona,Casa Blanca CDP,60.3,1623.0
AZ,Arizona,Casa Grande city,16.9,49796.0
AZ,Arizona,Casas Adobes CDP,9.6,68862.0
AZ,Arizona,Catalina CDP,10.0,7456.0
AZ,Arizona,Catalina Foothills CDP,6.0,50940.0
AZ,Arizona,Cave Creek town,5.8,5122.0
AZ,Arizona,Cedar Creek CDP,52.9,416.0
AZ,Arizona,Centennial Park CDP,41.0,1411.0
AZ,Arizona,Central CDP,6.4,406.0
AZ,Arizona,Central Heights-Midland City CDP,19.8,3030.0
AZ,Arizona,Chandler city,10.0,250202.0
AZ,Arizona,Charco CDP,68.8,16.0
AZ,Arizona,Chiawuli Tak CDP,0.0,42.0
AZ,Arizona,Chilchinbito CDP,59.2,839.0
AZ,Arizona,Chinle CDP,38.8,4947.0
AZ,Arizona,Chino Valley town,18.3,10961.0
AZ,Arizona,Chloride CDP,29.7,182.0
AZ,Arizona,Christopher Creek CDP,37.8,37.0
AZ,Arizona,Chuichu CDP,0.0,221.0
AZ,Arizona,Cibecue CDP,64.6,1848.0
AZ,Arizona,Cibola CDP,14.8,393.0
AZ,Arizona,Cienega Springs CDP,23.4,1798.0
AZ,Arizona,Citrus Park CDP,6.0,4451.0
AZ,Arizona,Clacks Canyon CDP,0.0,113.0
AZ,Arizona,Clarkdale town,6.6,4132.0
AZ,Arizona,Claypool CDP,28.5,1843.0
AZ,Arizona,Clay Springs CDP,67.2,503.0
AZ,Arizona,Clifton town,9.2,3500.0
AZ,Arizona,Colorado City town,51.5,4808.0
AZ,Arizona,Comobabi CDP,0.0,49.0
AZ,Arizona,Concho CDP,0.0,238.0
AZ,Arizona,Congress CDP,6.1,1255.0
AZ,Arizona,Coolidge city,27.4,11973.0
AZ,Arizona,Copper Hill CDP,0.0,18.0
AZ,Arizona,Cordes Lakes CDP,25.4,2642.0
AZ,Arizona,Cornfields CDP,54.7,300.0
AZ,Arizona,Cornville CDP,9.1,2708.0
AZ,Arizona,Corona de Tucson CDP,1.3,7023.0
AZ,Arizona,Cottonwood CDP,9.6,178.0
AZ,Arizona,Cottonwood CDP,9.6,11493.0
AZ,Arizona,Cottonwood city,19.9,178.0
AZ,Arizona,Cottonwood city,19.9,11493.0
AZ,Arizona,Cowlic CDP,88.9,90.0
AZ,Arizona,Crozier CDP,12.5,24.0
AZ,Arizona,Crystal Beach CDP,17.5,160.0
AZ,Arizona,Cutter CDP,42.2,64.0
AZ,Arizona,Dateland CDP,13.7,249.0
AZ,Arizona,Deer Creek CDP,18.1,204.0
AZ,Arizona,Del Muerto CDP,27.4,411.0
AZ,Arizona,Dennehotso CDP,41.6,752.0
AZ,Arizona,Desert Hills CDP,32.8,2602.0
AZ,Arizona,Dewey-Humboldt town,12.1,3928.0
AZ,Arizona,Dilkon CDP,44.4,1268.0
AZ,Arizona,Dolan Springs CDP,30.5,2050.0
AZ,Arizona,Doney Park CDP,8.4,5944.0
AZ,Arizona,Donovan Estates CDP,15.3,1313.0
AZ,Arizona,Douglas city,32.0,16911.0
AZ,Arizona,Dragoon CDP,20.4,108.0
AZ,Arizona,Drexel Heights CDP,23.7,28233.0
AZ,Arizona,Dripping Springs CDP,5.8,103.0
AZ,Arizona,Drysdale CDP,78.5,223.0
AZ,Arizona,Dudleyville CDP,14.3,336.0
AZ,Arizona,Duncan town,28.4,683.0
AZ,Arizona,Eagar town,18.0,4930.0
AZ,Arizona,East Fork CDP,47.8,709.0
AZ,Arizona,East Globe CDP,0.0,143.0
AZ,Arizona,East Verde Estates CDP,22.4,232.0
AZ,Arizona,Ehrenberg CDP,12.4,979.0
AZ,Arizona,El Capitan CDP,0.0,131.0
AZ,Arizona,Elephant Head CDP,11.7,650.0
AZ,Arizona,Elfrida CDP,3.4,383.0
AZ,Arizona,Elgin CDP,13.0,184.0
AZ,Arizona,El Mirage city,19.9,33010.0
AZ,Arizona,Eloy city,36.2,16954.0
AZ,Arizona,El Prado Estates CDP,26.8,415.0
AZ,Arizona,First Mesa CDP,39.3,1739.0
AZ,Arizona,Flagstaff city,24.2,68375.0
AZ,Arizona,Florence town,16.8,30770.0
AZ,Arizona,Flowing Springs CDP,26.2,61.0
AZ,Arizona,Flowing Wells CDP,23.7,16078.0
AZ,Arizona,Fort Apache CDP,0.0,135.0
AZ,Arizona,Fort Defiance CDP,41.8,4005.0
AZ,Arizona,Fort Mohave CDP,9.0,13686.0
AZ,Arizona,Fort Thomas CDP,0.0,481.0
AZ,Arizona,Fortuna Foothills CDP,10.3,27487.0
AZ,Arizona,Fort Valley CDP,9.1,1105.0
AZ,Arizona,Fountain Hills town,5.8,23322.0
AZ,Arizona,Franklin CDP,26.5,34.0
AZ,Arizona,Fredonia town,19.2,1688.0
AZ,Arizona,Freedom Acres CDP,0.0,57.0
AZ,Arizona,Gadsden CDP,19.5,579.0
AZ,Arizona,Ganado CDP,24.8,1007.0
AZ,Arizona,Geronimo Estates CDP,0.0,160.0
AZ,Arizona,Gila Bend town,27.9,1725.0
AZ,Arizona,Gila Crossing CDP,44.6,748.0
AZ,Arizona,Gilbert town,6.6,230781.0
AZ,Arizona,Gisela CDP,49.4,652.0
AZ,Arizona,Glendale city,21.7,234844.0
AZ,Arizona,Globe city,19.8,7430.0
AZ,Arizona,Gold Canyon CDP,5.9,9597.0
AZ,Arizona,Golden Shores CDP,7.4,1460.0
AZ,Arizona,Golden Valley CDP,25.1,8946.0
AZ,Arizona,Goodyear city,8.8,72880.0
AZ,Arizona,Goodyear Village CDP,52.1,407.0
AZ,Arizona,Grand Canyon Village CDP,39.3,1504.0
AZ,Arizona,Grand Canyon West CDP,0.0,0.0
AZ,Arizona,Greasewood CDP,41.2,519.0
AZ,Arizona,Green Valley CDP,5.2,22419.0
AZ,Arizona,Greer CDP,0.0,46.0
AZ,Arizona,Guadalupe town,24.8,6012.0
AZ,Arizona,Gu Oidak CDP,0.0,123.0
AZ,Arizona,Hackberry CDP,4.3,94.0
AZ,Arizona,Haigler Creek CDP,0.0,27.0
AZ,Arizona,Haivana Nakya CDP,60.6,203.0
AZ,Arizona,Hard Rock CDP,18.8,80.0
AZ,Arizona,Hayden town,32.0,600.0
AZ,Arizona,Heber-Overgaard CDP,24.0,2594.0
AZ,Arizona,Holbrook city,20.6,4993.0
AZ,Arizona,Hondah CDP,31.4,1118.0
AZ,Arizona,Hotevilla-Bacavi CDP,25.7,1091.0
AZ,Arizona,Houck CDP,54.1,1152.0
AZ,Arizona,Huachuca City town,32.9,2160.0
AZ,Arizona,Hunter Creek CDP,0.0,0.0
AZ,Arizona,Icehouse Canyon CDP,42.9,736.0
AZ,Arizona,Indian Wells CDP,43.4,212.0
AZ,Arizona,Jakes Corner CDP,43.9,41.0
AZ,Arizona,Jeddito CDP,44.4,311.0
AZ,Arizona,Jerome town,24.2,388.0
AZ,Arizona,Joseph City CDP,31.7,1184.0
AZ,Arizona,Kachina Village CDP,11.3,2638.0
AZ,Arizona,Kaibab CDP,29.9,147.0
AZ,Arizona,Kaibito CDP,39.7,1611.0
AZ,Arizona,Kaka CDP,83.7,123.0
AZ,Arizona,Katherine CDP,4.9,103.0
AZ,Arizona,Kayenta CDP,42.5,4702.0
AZ,Arizona,Keams Canyon CDP,21.7,203.0
AZ,Arizona,Kearny town,21.2,2312.0
AZ,Arizona,Kingman city,20.7,28511.0
AZ,Arizona,Kino Springs CDP,22.7,247.0
AZ,Arizona,Klagetoh CDP,46.0,291.0
AZ,Arizona,Kohatk CDP,0.0,21.0
AZ,Arizona,Kohls Ranch CDP,0.0,103.0
AZ,Arizona,Komatke CDP,64.5,1458.0
AZ,Arizona,Ko Vaya CDP,0.0,24.0
AZ,Arizona,Kykotsmovi Village CDP,27.8,843.0
