State,State_Full,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Population
CA,California,Diablo CDP,92.0,0.1,0.2,4.7,3.4,818.0
CA,California,Diablo Grande CDP,61.7,9.3,0.4,8.5,30.8,1104.0
CA,California,Diamond Bar city,33.2,4.1,0.3,52.5,20.1,56471.0
CA,California,Diamond Springs CDP,88.3,0.4,1.6,1.0,12.5,12459.0
CA,California,Dillon Beach CDP,94.0,0.0,1.1,1.4,3.2,139.0
CA,California,Dinuba city,52.0,0.7,0.9,2.1,84.4,23243.0
CA,California,Discovery Bay CDP,81.7,4.1,0.6,3.9,15.5,14650.0
CA,California,Dixon city,71.0,3.1,1.0,3.7,40.5,18908.0
CA,California,Dixon Lane-Meadow Creek CDP,86.5,0.2,1.2,1.8,18.6,2636.0
CA,California,Dobbins CDP,82.9,0.8,8.3,1.0,4.5,689.0
CA,California,Dogtown CDP,81.4,0.6,0.9,2.3,25.5,2337.0
CA,California,Dollar Point CDP,94.2,0.3,0.5,1.6,6.8,1135.0
CA,California,Dorrington CDP,94.6,0.0,0.3,1.8,5.4,286.0
CA,California,Dorris city,81.4,2.0,1.9,0.5,21.0,930.0
CA,California,Dos Palos city,68.2,3.4,1.3,0.7,62.1,5068.0
CA,California,Dos Palos Y CDP,69.7,0.3,2.5,0.3,61.0,215.0
CA,California,Douglas City CDP,89.6,0.0,3.1,1.1,6.6,613.0
CA,California,Downey city,56.6,3.9,0.7,7.0,70.7,113407.0
CA,California,Downieville CDP,95.4,0.0,1.4,0.7,4.3,213.0
CA,California,Doyle CDP,86.0,2.1,5.5,0.4,8.1,452.0
CA,California,Drytown CDP,91.6,0.0,0.0,0.6,6.6,217.0
CA,California,Duarte city,51.9,7.4,0.8,15.8,47.8,21769.0
CA,California,Dublin city,51.3,9.4,0.5,26.8,14.5,52063.0
CA,California,Ducor CDP,41.0,0.0,2.5,3.3,82.0,661.0
CA,California,Dunnigan CDP,59.0,7.6,1.8,1.3,41.2,1183.0
CA,California,Dunsmuir city,87.5,1.9,1.0,0.9,10.1,1552.0
CA,California,Durham CDP,92.2,0.3,1.0,0.6,11.1,5637.0
CA,California,Dustin Acres CDP,82.7,0.6,1.4,0.2,19.8,523.0
CA,California,Dutch Flat CDP,96.9,0.0,1.9,0.6,2.5,162.0
CA,California,Eagleville CDP,98.3,0.0,0.0,0.0,3.4,74.0
CA,California,Earlimart CDP,37.4,0.8,0.5,6.3,91.4,8709.0
CA,California,East Foothills CDP,58.7,2.5,0.9,17.5,37.7,6437.0
CA,California,East Hemet CDP,70.4,3.9,1.9,1.6,38.9,19180.0
CA,California,East La Mirada CDP,72.0,1.8,0.8,4.7,50.3,
CA,California,East Los Angeles CDP,50.5,0.6,1.2,0.9,97.1,125415.0
CA,California,East Nicolaus CDP,70.7,0.0,0.4,8.4,21.8,213.0
CA,California,East Oakdale CDP,91.6,0.3,0.7,2.2,10.3,2882.0
CA,California,Easton CDP,59.9,0.6,2.8,3.3,62.8,1964.0
CA,California,East Orosi CDP,42.2,0.0,1.0,0.4,94.1,572.0
CA,California,East Palo Alto city,28.8,16.7,0.4,3.8,64.5,29198.0
CA,California,East Pasadena CDP,51.8,3.0,0.8,25.9,34.8,6063.0
CA,California,East Porterville CDP,54.1,1.0,2.3,1.5,72.9,6395.0
CA,California,East Quincy CDP,87.3,3.2,1.7,0.6,6.5,2827.0
CA,California,East Rancho Dominguez CDP,31.5,15.9,0.9,0.2,82.0,15615.0
CA,California,East Richmond Heights CDP,60.8,12.0,0.4,12.4,14.2,3272.0
CA,California,East San Gabriel CDP,33.9,1.6,0.4,49.9,24.9,15980.0
CA,California,East Shore CDP,91.7,0.0,4.5,0.6,4.5,225.0
CA,California,East Sonora CDP,94.0,0.3,0.7,1.4,6.7,2368.0
CA,California,East Tulare Villa CDP,63.1,1.2,0.8,1.3,55.0,954.0
CA,California,Eastvale CDP,42.9,9.7,0.5,24.2,40.0,56275.0
CA,California,Edgewood CDP,95.3,0.0,0.0,0.0,4.7,27.0
CA,California,Edmundson Acres CDP,38.7,1.8,1.1,0.4,80.6,343.0
CA,California,Edna CDP,95.9,0.0,1.6,0.0,11.4,176.0
CA,California,Edwards AFB CDP,73.6,8.0,0.8,4.8,17.2,2401.0
CA,California,El Cajon city,69.3,6.3,0.8,3.6,28.2,102383.0
CA,California,El Centro city,59.6,2.5,1.3,2.3,81.6,43570.0
CA,California,El Cerrito city,53.3,7.7,0.5,27.3,11.1,5581.0
CA,California,El Cerrito city,53.3,7.7,0.5,27.3,11.1,24418.0
CA,California,El Cerrito CDP,69.5,1.8,1.1,1.9,52.1,5581.0
CA,California,El Cerrito CDP,69.5,1.8,1.1,1.9,52.1,24418.0
CA,California,El Dorado Hills CDP,83.3,1.5,0.5,8.5,9.0,43264.0
CA,California,Eldridge CDP,80.1,0.8,0.2,2.9,26.4,1287.0
CA,California,El Granada CDP,84.3,0.8,0.7,3.5,14.9,5681.0
CA,California,Elizabeth Lake CDP,90.6,1.2,0.5,1.3,13.2,1735.0
CA,California,Elk Creek CDP,88.3,0.0,4.3,0.6,4.9,151.0
CA,California,Elk Grove city,46.1,11.2,0.6,26.3,18.0,161084.0
CA,California,Elkhorn CDP,71.7,0.6,0.4,4.0,37.6,1139.0
CA,California,Elmira CDP,79.8,0.5,5.3,1.1,25.0,345.0
CA,California,El Monte city,38.8,0.8,1.0,25.1,69.0,115711.0
CA,California,El Nido CDP,49.1,0.0,2.1,2.7,74.2,515.0
CA,California,El Paso de Robles (Paso Robles) city,77.7,2.1,1.0,2.0,34.5,30863.0
CA,California,El Portal CDP,91.6,0.2,1.9,1.1,5.9,467.0
CA,California,El Rancho CDP,57.3,0.8,0.8,0.0,94.4,97.0
CA,California,El Rio CDP,48.6,0.8,2.8,1.0,86.0,7080.0
CA,California,El Segundo city,78.0,2.0,0.4,8.8,15.7,16929.0
CA,California,El Sobrante CDP (Contra Costa County),50.6,13.2,1.0,15.7,24.0,13388.0
CA,California,El Sobrante CDP (Riverside County),58.4,7.9,0.6,17.6,28.5,15788.0
CA,California,El Verano CDP,74.1,0.5,0.5,2.4,37.8,4008.0
CA,California,Elverta CDP,81.1,2.1,1.4,3.8,15.6,5551.0
CA,California,Emerald Lake Hills CDP,85.4,0.9,0.1,7.5,6.7,4495.0
CA,California,Emeryville city,44.5,17.5,0.4,27.5,9.2,10830.0
CA,California,Empire CDP,54.3,0.5,1.3,1.4,54.3,4675.0
CA,California,Encinitas city,85.8,0.6,0.5,3.9,13.7,61682.0
CA,California,Escalon city,81.6,0.4,1.1,1.3,27.0,7320.0
CA,California,Escondido city,60.4,2.5,1.0,6.1,48.9,149079.0
CA,California,Esparto CDP,59.7,1.4,1.6,4.2,49.5,3298.0
CA,California,Etna city,85.1,0.0,3.8,0.1,3.5,717.0
CA,California,Eucalyptus Hills CDP,85.9,3.7,1.1,1.6,14.7,5292.0
CA,California,Eureka city,79.3,1.9,3.7,4.2,11.6,26985.0
CA,California,Exeter city,69.2,0.6,1.7,1.3,45.5,10481.0
CA,California,Fairbanks Ranch CDP,88.3,0.8,0.2,6.6,7.1,2939.0
CA,California,Fairfax town,88.9,1.5,0.5,2.7,6.8,7584.0
CA,California,Fairfield city,46.0,15.7,0.8,14.9,27.3,109468.0
CA,California,Fairmead CDP,52.8,6.1,1.6,0.5,68.0,2187.0
CA,California,Fair Oaks CDP,85.7,2.4,0.8,4.2,9.6,31537.0
CA,California,Fairview CDP,45.0,21.0,0.8,15.2,21.7,10568.0
CA,California,Fallbrook CDP,67.0,1.6,0.8,1.9,45.2,31573.0
CA,California,Fall River Mills CDP,78.5,0.0,5.2,0.5,18.3,548.0
CA,California,Farmersville city,50.0,0.6,2.0,0.7,83.8,10704.0
CA,California,Farmington CDP,79.2,3.4,0.5,2.9,20.3,80.0
CA,California,Fellows CDP,88.7,0.9,4.7,0.0,10.4,79.0
CA,California,Felton CDP,91.0,0.6,0.7,1.7,7.0,3991.0
CA,California,Ferndale city,93.4,0.1,1.6,1.5,5.6,1354.0
CA,California,Fetters Hot Springs-Agua Caliente CDP,70.6,0.6,0.9,1.6,46.5,5019.0
CA,California,Fiddletown CDP,91.5,0.0,2.1,0.4,9.4,83.0
CA,California,Fieldbrook CDP,88.8,0.5,2.2,0.6,5.9,823.0
CA,California,Fields Landing CDP,76.1,2.2,4.7,7.6,6.5,229.0
CA,California,Fillmore city,57.2,0.5,1.2,1.0,74.7,15296.0
CA,California,Firebaugh city,62.5,0.9,1.5,0.5,91.2,8084.0
CA,California,Fish Camp CDP,96.6,0.0,0.0,1.7,5.1,51.0
CA,California,Florence-Graham CDP,37.7,9.2,0.8,0.2,90.0,63177.0
CA,California,Florin CDP,31.6,15.8,1.1,28.6,27.5,50899.0
CA,California,Floriston CDP,91.8,0.0,5.5,0.0,0.0,40.0
CA,California,Flournoy CDP,89.1,0.0,1.0,3.0,8.9,139.0
CA,California,Folsom city,74.3,5.7,0.6,12.5,11.2,74156.0
CA,California,Fontana city,47.4,10.0,1.0,6.6,66.8,203677.0
CA,California,Foothill Farms CDP,64.2,11.0,1.1,5.2,22.9,33090.0
CA,California,Forbestown CDP,81.9,1.3,4.7,3.1,7.2,344.0
CA,California,Ford City CDP,63.9,0.7,3.6,0.8,46.1,4085.0
CA,California,Foresthill CDP,92.4,0.5,2.0,0.4,6.5,1124.0
CA,California,Forest Meadows CDP,95.9,0.0,0.3,1.1,4.8,1568.0
CA,California,Forest Ranch CDP,94.3,0.7,0.5,0.3,4.4,831.0
CA,California,Forestville CDP,88.5,1.0,1.1,1.6,12.3,3367.0
CA,California,Fort Bidwell CDP,43.4,1.2,43.9,0.0,13.3,204.0
CA,California,Fort Bragg city,74.8,0.7,2.2,1.5,31.8,7261.0
CA,California,Fort Irwin CDP,62.0,12.3,1.2,4.5,25.6,9238.0
CA,California,Fort Jones city,77.5,3.9,7.3,1.0,12.3,978.0
CA,California,Fortuna city,81.2,0.6,3.7,0.9,17.0,11904.0
CA,California,Fort Washington CDP,89.7,1.7,0.4,3.0,11.2,734.0
CA,California,Foster City city,45.5,1.9,0.1,45.0,6.5,32377.0
CA,California,Fountain Valley city,56.5,0.9,0.4,33.3,13.1,56696.0
CA,California,Fowler city,47.3,1.9,2.4,11.0,66.2,6006.0
CA,California,Franklin CDP (Merced County),56.2,4.4,1.3,15.1,52.9,7511.0
CA,California,Franklin CDP (Sacramento County),76.8,0.0,0.0,3.2,27.1,97.0
CA,California,Frazier Park CDP,85.4,0.6,1.2,0.8,19.6,2654.0
CA,California,Freedom CDP,47.3,1.4,1.0,3.3,70.7,3027.0
CA,California,Freeport CDP,89.5,0.0,0.0,5.3,15.8,51.0
CA,California,Fremont city,32.8,3.3,0.5,50.6,14.8,225221.0
CA,California,French Camp CDP,49.7,12.1,0.9,4.8,51.8,4057.0
CA,California,French Gulch CDP,85.5,0.9,4.3,0.9,4.9,494.0
CA,California,French Valley CDP,64.3,7.9,1.0,11.6,27.4,27752.0
CA,California,Fresno city,49.6,8.3,1.7,12.6,46.9,510451.0
CA,California,Friant CDP,85.1,0.8,2.8,1.4,12.4,244.0
CA,California,Fruitdale CDP,67.7,3.3,1.2,11.8,26.1,980.0
CA,California,Fruitridge Pocket CDP,29.4,18.1,1.8,19.2,40.4,5725.0
CA,California,Fuller Acres CDP,61.3,1.3,1.2,0.1,77.5,970.0
CA,California,Fullerton city,53.9,2.3,0.6,22.8,34.4,138976.0
CA,California,Fulton CDP,64.5,0.6,2.2,2.0,34.4,638.0
CA,California,Furnace Creek CDP,25.0,0.0,66.7,0.0,0.0,187.0
CA,California,Galt city,66.1,1.8,1.5,3.4,42.8,24607.0
CA,California,Garberville CDP,89.3,1.5,3.2,1.9,5.9,988.0
CA,California,Gardena city,24.6,24.4,0.6,26.2,37.7,59931.0
CA,California,Garden Acres CDP,49.2,2.2,1.6,3.4,68.9,11278.0
CA,California,Garden Farms CDP,90.2,0.5,0.5,1.3,10.4,265.0
CA,California,Garden Grove city,39.9,1.3,0.6,37.1,36.9,174721.0
CA,California,Garey CDP,77.9,0.0,1.5,0.0,30.9,170.0
CA,California,Garnet CDP,56.3,2.7,1.3,0.8,74.0,6844.0
CA,California,Gasquet CDP,88.5,0.3,4.1,0.2,5.9,596.0
CA,California,Gazelle CDP,92.9,0.0,5.7,0.0,7.1,56.0
CA,California,Georgetown CDP,89.9,2.0,2.5,0.8,7.5,2473.0
CA,California,Gerber CDP,54.2,0.6,5.2,0.8,49.6,1129.0
CA,California,Geyserville CDP,70.6,0.6,0.8,1.6,38.1,1088.0
CA,California,Gilroy city,58.7,1.9,1.7,7.1,57.8,51649.0
CA,California,Glen Avon CDP,50.9,4.0,1.1,2.3,68.2,
CA,California,Glendale city,71.1,1.3,0.3,16.4,17.4,196984.0
CA,California,Glendora city,75.1,1.9,0.7,8.0,30.7,51137.0
CA,California,Glen Ellen CDP,88.4,0.4,1.1,2.0,8.5,593.0
CA,California,Golden Hills CDP,83.6,1.5,1.4,1.4,19.3,8313.0
CA,California,Gold Mountain CDP,97.5,0.0,1.3,0.0,0.0,21.0
CA,California,Gold River CDP,73.8,2.5,0.3,18.0,6.5,7639.0
CA,California,Goleta city,69.7,1.6,0.9,9.1,32.9,30541.0
CA,California,Gonzales city,42.3,1.0,1.5,2.3,88.9,8378.0
CA,California,Good Hope CDP,45.2,7.3,1.1,0.7,79.6,8500.0
CA,California,Goodyears Bar CDP,94.1,0.0,5.9,0.0,1.5,25.0
CA,California,Goshen CDP,39.5,2.5,3.0,0.4,82.6,3734.0
CA,California,Graeagle CDP,97.4,0.1,0.7,0.0,3.7,597.0
CA,California,Grand Terrace city,65.7,5.6,1.0,6.5,39.1,12331.0
CA,California,Grangeville CDP,83.8,3.2,1.1,1.1,30.9,549.0
CA,California,Granite Bay CDP,88.0,0.7,0.7,5.6,6.2,22387.0
CA,California,Granite Hills CDP,86.2,1.4,0.9,1.5,13.2,3282.0
CA,California,Graniteville CDP,100.0,0.0,0.0,0.0,0.0,0.0
CA,California,Grass Valley city,89.4,0.4,1.6,1.5,10.4,12855.0
CA,California,Graton CDP,82.1,0.6,1.7,1.5,18.9,1643.0
CA,California,Grayson CDP,47.8,1.8,0.4,0.3,86.0,855.0
CA,California,Greeley Hill CDP,92.6,0.8,1.5,0.1,5.8,530.0
CA,California,Greenacres CDP,82.9,0.9,2.1,1.3,20.1,5321.0
CA,California,Green Acres CDP,66.0,1.9,2.3,1.4,47.4,2460.0
CA,California,Greenfield CDP,62.9,1.8,1.6,1.1,56.7,16869.0
CA,California,Greenfield CDP,62.9,1.8,1.6,1.1,56.7,4347.0
CA,California,Greenfield city,36.6,1.1,5.4,1.1,91.3,16869.0
CA,California,Greenfield city,36.6,1.1,5.4,1.1,91.3,4347.0
CA,California,Greenhorn CDP,90.3,0.4,3.0,0.8,9.3,180.0
CA,California,Green Valley CDP (Los Angeles County),87.7,0.8,1.1,1.2,12.0,1012.0
CA,California,Green Valley CDP (Solano County),86.9,2.5,0.4,5.0,7.4,1298.0
CA,California,Greenview CDP,80.1,0.0,5.0,0.5,9.5,161.0
CA,California,Greenville CDP,79.5,0.1,11.8,1.0,9.7,997.0
CA,California,Grenada CDP,83.7,0.5,9.5,0.3,3.3,484.0
CA,California,Gridley city,65.1,0.8,1.5,3.8,45.6,6579.0
CA,California,Grimes CDP,72.6,1.8,0.8,0.3,66.0,387.0
CA,California,Grizzly Flats CDP,89.5,0.6,1.3,0.7,9.0,880.0
CA,California,Groveland CDP,90.2,0.3,1.5,1.5,8.2,653.0
CA,California,Grover Beach city,75.7,1.1,1.4,4.1,29.2,13409.0
CA,California,Guadalupe city,48.0,1.0,1.5,3.9,86.2,7218.0
CA,California,Guerneville CDP,86.6,0.7,1.5,1.0,12.2,3788.0
CA,California,Guinda CDP,68.9,10.2,0.0,0.4,26.8,749.0
CA,California,Gustine city,70.2,1.3,1.0,1.7,50.2,5656.0
CA,California,Hacienda Heights CDP,40.5,1.4,0.6,37.1,45.5,55158.0
CA,California,Half Moon Bay city,75.8,0.7,0.6,4.3,31.5,12052.0
CA,California,Hamilton Branch CDP,95.7,0.4,0.0,0.6,3.7,602.0
CA,California,Hamilton City CDP,47.4,1.0,1.3,0.9,84.7,1917.0
CA,California,Hanford city,62.5,4.9,1.3,4.3,47.1,54790.0
CA,California,Happy Camp CDP,68.4,0.2,23.3,0.6,8.0,986.0
CA,California,Harbison Canyon CDP,88.6,0.3,1.9,1.8,16.2,4130.0
CA,California,Hardwick CDP,45.7,3.6,0.0,0.0,62.3,145.0
CA,California,Hartland CDP,90.0,10.0,0.0,0.0,0.0,0.0
CA,California,Hartley CDP,77.9,2.8,1.0,2.8,20.3,2908.0
CA,California,Hasley Canyon CDP,85.0,1.3,0.2,2.3,21.5,1144.0
CA,California,Hat Creek CDP,77.3,1.3,14.6,0.6,6.5,267.0
CA,California,Hawaiian Gardens city,45.4,3.8,1.2,10.6,77.2,14475.0
CA,California,Hawthorne city,32.8,27.7,0.7,6.7,52.9,86564.0
CA,California,Hayfork CDP,84.4,0.2,6.8,0.3,8.0,2785.0
CA,California,Hayward city,34.2,11.9,1.0,22.0,40.7,152401.0
CA,California,Healdsburg city,74.1,0.5,1.8,1.1,33.9,11539.0
CA,California,Heber CDP,50.9,0.1,0.8,0.4,98.2,4370.0
CA,California,Hemet city,67.7,6.4,1.6,3.0,35.8,82118.0
CA,California,Herald CDP,78.9,1.7,1.1,5.4,21.5,1210.0
CA,California,Hercules city,22.0,18.9,0.4,45.5,14.6,24838.0
CA,California,Herlong CDP,62.8,12.8,5.4,0.3,15.4,1583.0
CA,California,Hermosa Beach city,86.8,1.2,0.3,5.7,8.4,19747.0
CA,California,Hesperia city,61.1,5.8,1.2,2.1,48.9,92309.0
CA,California,Hickman CDP,78.5,0.2,2.3,0.6,28.1,526.0
CA,California,Hidden Hills city,92.3,2.0,0.2,2.3,6.6,1557.0
CA,California,Hidden Meadows CDP,82.2,1.9,0.3,9.1,9.4,3388.0
CA,California,Hidden Valley Lake CDP,86.6,1.1,1.4,1.3,13.1,5986.0
CA,California,Highgrove CDP,52.8,4.1,1.0,2.8,65.3,3784.0
CA,California,Highland city,52.4,11.1,1.0,7.4,48.1,54314.0
CA,California,Highlands-Baywood Park CDP,66.0,1.3,0.2,25.3,7.6,4217.0
CA,California,Hillsborough town,66.3,0.4,0.1,28.1,3.4,11253.0
CA,California,Hilmar-Irwin CDP,86.1,0.3,0.4,1.7,17.6,5313.0
CA,California,Hiouchi CDP,88.7,0.0,3.7,2.0,3.7,327.0
CA,California,Hollister city,59.4,1.0,1.8,2.7,65.7,36529.0
CA,California,Holtville city,61.5,0.6,0.7,0.8,81.8,6172.0
CA,California,Home Garden CDP,37.0,12.5,3.6,2.8,67.5,1816.0
CA,California,Home Gardens CDP,45.6,3.1,1.1,5.8,73.7,11420.0
CA,California,Homeland CDP,62.4,2.2,1.4,0.8,52.1,6038.0
CA,California,Homestead Valley CDP,85.6,1.1,1.9,1.0,17.1,3317.0
CA,California,Homewood Canyon CDP,84.1,0.0,0.0,0.0,13.6,8.0
CA,California,Honcut CDP,67.0,1.6,3.8,1.1,39.2,166.0
CA,California,Hood CDP,49.8,0.0,5.5,5.5,50.6,293.0
CA,California,Hopland CDP,68.9,0.5,5.0,1.3,34.8,819.0
CA,California,Hornbrook CDP,78.6,0.0,6.0,0.0,7.7,269.0
CA,California,Hornitos CDP,88.0,0.0,2.7,1.3,6.7,51.0
CA,California,Hughson city,77.2,0.8,1.1,1.5,43.2,7032.0
CA,California,Humboldt Hill CDP,83.6,1.2,3.5,3.0,8.7,3812.0
CA,California,Huntington Beach city,76.7,1.0,0.5,11.1,17.1,197752.0
CA,California,Huntington Park city,51.2,0.8,1.3,0.7,97.1,59003.0
CA,California,Huron city,34.1,1.0,1.1,0.6,96.6,6792.0
CA,California,Hyampom CDP,82.6,0.0,8.3,0.0,7.9,183.0
CA,California,Hydesville CDP,89.6,0.3,2.7,0.5,5.7,1272.0
CA,California,Idlewild CDP,100.0,0.0,0.0,0.0,0.0,15.0
CA,California,Idyllwild-Pine Cove CDP,88.6,0.8,0.8,3.5,12.4,2616.0
CA,California,Imperial city,63.0,2.2,1.0,2.5,74.8,16215.0
CA,California,Imperial Beach city,62.6,4.4,1.0,6.6,49.0,27051.0
CA,California,Independence CDP,73.7,0.9,14.6,1.2,13.9,657.0
CA,California,Indian Falls CDP,92.6,0.0,0.0,1.9,7.4,115.0
CA,California,Indianola CDP,86.6,0.2,5.1,1.3,5.3,909.0
CA,California,Indian Wells city,95.2,0.6,0.4,1.7,4.2,5158.0
CA,California,Indio city,61.5,2.4,1.0,2.2,67.8,84094.0
CA,California,Indio Hills CDP,55.8,0.6,1.5,0.5,67.6,1042.0
CA,California,Industry city,58.9,0.5,0.0,8.2,52.5,433.0
CA,California,Inglewood city,23.3,43.9,0.7,1.4,50.6,111411.0
CA,California,Interlaken CDP,52.7,0.8,1.7,4.1,71.9,6817.0
CA,California,Inverness CDP,92.9,1.2,0.6,1.2,6.1,1089.0
CA,California,Inyokern CDP,84.6,1.3,2.2,2.3,10.6,702.0
CA,California,Ione city,73.6,10.4,2.2,1.4,25.1,7171.0
CA,California,Iron Horse CDP,92.9,0.0,0.0,0.3,5.7,292.0
CA,California,Irvine city,50.5,1.8,0.2,39.2,9.2,238474.0
CA,California,Irwindale city,58.6,0.8,2.0,2.4,90.6,1426.0
CA,California,Isla Vista CDP,64.4,2.6,0.5,14.7,22.8,26275.0
CA,California,Isleton city,67.4,1.2,1.2,5.1,39.3,806.0
CA,California,Ivanhoe CDP,44.5,0.4,1.8,0.6,83.5,3837.0
CA,California,Jackson city,87.9,0.7,2.0,1.3,11.2,4613.0
CA,California,Jacumba CDP,69.3,0.7,2.7,1.1,36.9,144.0
CA,California,Jamestown CDP,85.9,0.6,2.8,0.8,14.9,2867.0
CA,California,Jamul CDP,86.0,2.1,0.5,2.4,19.3,5788.0
CA,California,Janesville CDP,91.1,0.9,2.3,0.8,8.4,1486.0
CA,California,Jenner CDP,91.9,1.5,0.0,1.5,5.9,104.0
CA,California,Johannesburg CDP,88.4,1.2,1.2,4.7,4.7,118.0
CA,California,Johnstonville CDP,90.7,0.7,1.6,1.3,7.1,1223.0
CA,California,Johnsville CDP,100.0,0.0,0.0,0.0,0.0,43.0
CA,California,Joshua Tree CDP,83.3,3.2,1.1,1.4,17.6,7357.0
CA,California,Julian CDP,89.3,0.3,1.8,0.8,13.0,1190.0
CA,California,Junction City CDP,87.8,0.1,4.3,0.3,7.2,790.0
CA,California,June Lake CDP,84.9,0.0,1.1,0.3,21.8,512.0
CA,California,Keddie CDP,93.9,3.0,0.0,0.0,0.0,58.0
CA,California,Keeler CDP,95.5,0.0,0.0,3.0,9.1,82.0
CA,California,Keene CDP,89.3,0.5,2.3,1.9,10.9,351.0
CA,California,Kelly Ridge CDP,89.9,0.8,2.2,1.4,8.0,2713.0
CA,California,Kelseyville CDP,66.0,0.7,1.5,1.0,39.9,3783.0
CA,California,Kennedy CDP,15.9,6.1,0.7,7.9,77.2,3296.0
CA,California,Kennedy Meadows CDP,89.3,0.0,3.6,0.0,10.7,21.0
CA,California,Kensington CDP,78.1,2.6,0.3,12.0,5.2,5595.0
CA,California,Kentfield CDP,91.1,0.5,0.2,3.5,4.6,6813.0
CA,California,Kenwood CDP,90.5,0.1,0.1,2.2,7.7,1306.0
CA,California,Kerman city,50.6,0.5,1.3,8.1,71.7,14285.0
CA,California,Kernville CDP,90.1,0.1,1.4,0.5,5.9,1443.0
CA,California,Keswick CDP,86.3,0.0,5.1,1.3,3.1,454.0
CA,California,Kettleman City CDP,33.2,0.3,0.6,0.1,96.1,1651.0
CA,California,Keyes CDP,55.5,1.3,1.1,3.6,57.7,6669.0
CA,California,King City city,47.9,1.2,2.7,1.3,87.5,13389.0
CA,California,Kings Beach CDP,84.7,0.4,0.5,0.4,55.7,3620.0
CA,California,Kingsburg city,75.3,0.5,1.3,3.4,42.9,11681.0
CA,California,Kingvale CDP,94.4,0.7,0.7,0.0,4.2,129.0
CA,California,Kirkwood CDP,96.8,0.0,2.5,0.6,3.8,75.0
CA,California,Klamath CDP,48.7,0.1,41.7,0.4,11.6,954.0
CA,California,Knightsen CDP,80.9,0.9,0.5,1.8,29.0,1531.0
CA,California,Knights Landing CDP,56.3,0.4,1.0,0.7,64.7,1214.0
CA,California,La Ca_ada Flintridge city,68.9,0.5,0.1,25.8,6.3,
CA,California,La Crescenta-Montrose CDP,65.2,0.7,0.4,27.3,11.4,19940.0
CA,California,Ladera CDP,89.0,0.2,0.1,6.9,2.3,1461.0
CA,California,Ladera Heights CDP,15.1,73.7,0.3,3.6,5.5,7509.0
CA,California,Ladera Ranch CDP,77.9,1.5,0.2,12.1,12.8,26714.0
CA,California,Lafayette city,84.7,0.7,0.3,9.0,5.8,25082.0
CA,California,Laguna Beach city,90.9,0.8,0.3,3.6,7.3,23230.0
CA,California,Laguna Hills city,72.7,1.4,0.3,12.6,20.6,31017.0
CA,California,Laguna Niguel city,80.4,1.2,0.3,8.7,13.9,64825.0
CA,California,Laguna Woods city,87.3,0.7,0.1,10.0,4.0,16359.0
CA,California,Lagunitas-Forest Knolls CDP,91.1,1.4,0.6,0.6,7.3,1485.0
CA,California,La Habra city,58.3,1.7,0.9,9.4,57.2,61725.0
CA,California,La Habra Heights city,72.4,0.9,0.5,15.8,23.5,5425.0
CA,California,La Honda CDP,87.4,1.4,0.0,1.7,7.4,640.0
CA,California,Lake Almanor Country Club CDP,96.9,0.5,0.5,0.2,1.9,507.0
CA,California,Lake Almanor Peninsula CDP,94.7,0.0,2.5,0.0,6.2,485.0
CA,California,Lake Almanor West CDP,95.9,0.4,0.4,0.0,4.1,239.0
CA,California,Lake Arrowhead CDP,86.4,0.8,0.7,1.2,21.8,11333.0
CA,California,Lake California CDP,90.1,0.4,2.7,1.0,8.2,2979.0
CA,California,Lake City CDP,95.1,0.0,0.0,0.0,0.0,23.0
CA,California,Lake Davis CDP,100.0,0.0,0.0,0.0,4.4,26.0
CA,California,Lake Don Pedro CDP,90.9,0.6,1.7,1.1,10.1,1054.0
CA,California,Lake Elsinore city,60.0,5.3,0.9,5.8,48.4,58003.0
CA,California,Lake Forest city,70.3,1.7,0.5,13.1,24.6,79928.0
CA,California,Lakehead CDP,91.3,0.0,2.8,0.4,2.4,673.0
CA,California,Lake Hughes CDP,83.8,2.9,1.1,0.8,16.0,395.0
CA,California,Lake Isabella CDP,88.5,0.2,2.8,0.5,9.8,2966.0
CA,California,Lakeland Village CDP,67.3,2.5,1.1,1.5,44.3,11995.0
CA,California,Lake Los Angeles CDP,55.7,11.3,1.4,0.9,53.6,12136.0
CA,California,Lake Mathews CDP,72.0,4.3,1.0,3.3,30.7,5511.0
CA,California,Lake Nacimiento CDP,89.3,0.5,1.8,1.0,10.6,2910.0
CA,California,Lake of the Pines CDP,93.7,0.1,0.5,1.7,6.3,3627.0
CA,California,Lake of the Woods CDP,89.4,0.3,2.0,1.2,13.4,753.0
CA,California,Lakeport city,82.7,1.0,3.1,2.1,16.8,4740.0
CA,California,Lake Riverside CDP,88.8,1.8,1.4,0.2,15.9,876.0
CA,California,Lake San Marcos CDP,89.7,0.8,0.5,3.0,10.5,4798.0
CA,California,Lake Sherwood CDP,89.6,0.3,0.1,6.6,3.4,1769.0
CA,California,Lakeside CDP,85.0,1.1,0.9,1.7,17.6,21413.0
CA,California,Lakeview CDP,53.1,0.7,2.3,0.3,64.2,2142.0
CA,California,Lake Wildwood CDP,94.7,0.3,0.9,1.1,5.4,5375.0
CA,California,Lakewood city,56.0,8.7,0.7,16.4,30.1,81173.0
CA,California,La Mesa city,71.8,7.7,0.8,5.8,20.5,58858.0
