State,State_Full,City,percent_completed_hs,Population
AK,Alaska,Akutan city,73.0,899.0
AK,Alaska,Alakanuk city,65.4,777.0
AK,Alaska,Alatna CDP,100.0,1.0
AK,Alaska,Alcan Border CDP,100.0,51.0
AK,Alaska,Aleknagik city,84.0,199.0
AK,Alaska,Aleneva CDP,0.0,59.0
AK,Alaska,Allakaket city,72.9,77.0
AK,Alaska,Ambler city,78.7,280.0
AK,Alaska,Anaktuvuk Pass city,80.9,247.0
AK,Alaska,Anchorage municipality,93.0,299107.0
AK,Alaska,Anchor Point CDP,93.8,1951.0
AK,Alaska,Anderson city,98.6,201.0
AK,Alaska,Angoon city,86.7,382.0
AK,Alaska,Aniak city,83.8,525.0
AK,Alaska,Anvik city,94.2,87.0
AK,Alaska,Arctic Village CDP,75.0,138.0
AK,Alaska,Atka city,89.5,66.0
AK,Alaska,Atmautluak CDP,70.2,258.0
AK,Alaska,Atqasuk city,75.9,159.0
AK,Alaska,Attu Station CDP,100.0,16.0
AK,Alaska,Badger CDP,96.2,21197.0
AK,Alaska,Barrow city,84.6,4293.0
AK,Alaska,Bear Creek CDP,92.5,1824.0
AK,Alaska,Beaver CDP,69.8,60.0
AK,Alaska,Beluga CDP,66.7,6.0
AK,Alaska,Bethel city,85.8,6370.0
AK,Alaska,Bettles city,100.0,22.0
AK,Alaska,Big Delta CDP,97.6,539.0
AK,Alaska,Big Lake CDP,90.4,3815.0
AK,Alaska,Birch Creek CDP,0.0,1.0
AK,Alaska,Brevig Mission city,78.0,442.0
AK,Alaska,Buckland city,86.2,596.0
AK,Alaska,Buffalo Soapstone CDP,90.4,827.0
AK,Alaska,Butte CDP,94.3,3854.0
AK,Alaska,Cantwell CDP,95.0,209.0
AK,Alaska,Central CDP,82.2,58.0
AK,Alaska,Chalkyitsik CDP,88.7,101.0
AK,Alaska,Chase CDP,65.2,23.0
AK,Alaska,Chefornak city,74.3,516.0
AK,Alaska,Chena Ridge CDP,96.5,5473.0
AK,Alaska,Chenega CDP,100.0,66.0
AK,Alaska,Chevak city,82.8,1082.0
AK,Alaska,Chickaloon CDP,91.7,284.0
AK,Alaska,Chicken CDP,0.0,0.0
AK,Alaska,Chignik city,100.0,70.0
AK,Alaska,Chignik Lagoon CDP,84.0,73.0
AK,Alaska,Chignik Lake CDP,68.2,70.0
AK,Alaska,Chiniak CDP,100.0,23.0
AK,Alaska,Chisana CDP,0.0,0.0
AK,Alaska,Chistochina CDP,80.0,59.0
AK,Alaska,Chitina CDP,82.6,80.0
AK,Alaska,Chuathbaluk city,92.0,116.0
AK,Alaska,Circle CDP,54.3,118.0
AK,Alaska,Clam Gulch CDP,84.3,182.0
AK,Alaska,Clark's Point city,74.2,56.0
AK,Alaska,Coffman Cove city,91.9,150.0
AK,Alaska,Cohoe CDP,95.0,1577.0
AK,Alaska,Cold Bay city,97.5,46.0
AK,Alaska,Coldfoot CDP,70.0,10.0
AK,Alaska,College CDP,94.9,14675.0
AK,Alaska,Cooper Landing CDP,95.3,457.0
AK,Alaska,Copper Center CDP,84.8,405.0
AK,Alaska,Cordova city,91.6,2621.0
AK,Alaska,Covenant Life CDP,100.0,105.0
AK,Alaska,Craig city,89.3,1231.0
AK,Alaska,Crooked Creek CDP,80.8,98.0
AK,Alaska,Crown Point CDP,100.0,132.0
AK,Alaska,Deering city,88.0,144.0
AK,Alaska,Delta Junction city,95.4,1045.0
AK,Alaska,Deltana CDP,93.8,2311.0
AK,Alaska,Diamond Ridge CDP,97.0,1140.0
AK,Alaska,Dillingham city,93.6,2307.0
AK,Alaska,Diomede city,63.6,43.0
AK,Alaska,Dot Lake CDP,0.0,0.0
AK,Alaska,Dot Lake Village CDP,64.9,54.0
AK,Alaska,Dry Creek CDP,100.0,84.0
AK,Alaska,Eagle city,90.7,89.0
AK,Alaska,Eagle Village CDP,82.4,17.0
AK,Alaska,Edna Bay city,0.0,0.0
AK,Alaska,Eek city,68.7,455.0
AK,Alaska,Egegik city,91.1,68.0
AK,Alaska,Eielson AFB CDP,96.6,2630.0
AK,Alaska,Ekwok city,63.4,78.0
AK,Alaska,Elfin Cove CDP,100.0,24.0
AK,Alaska,Elim city,86.9,328.0
AK,Alaska,Emmonak city,83.9,835.0
AK,Alaska,Ester CDP,95.0,3008.0
AK,Alaska,Eureka Roadhouse CDP,0.0,0.0
AK,Alaska,Evansville CDP,78.6,16.0
AK,Alaska,Excursion Inlet CDP,86.7,40.0
AK,Alaska,Fairbanks city,91.2,32193.0
AK,Alaska,False Pass city,100.0,37.0
AK,Alaska,Farmers Loop CDP,98.9,4149.0
AK,Alaska,Farm Loop CDP,92.4,1081.0
AK,Alaska,Ferry CDP,100.0,6.0
AK,Alaska,Fishhook CDP,94.5,5323.0
AK,Alaska,Flat CDP,0.0,0.0
AK,Alaska,Fort Greely CDP,100.0,391.0
AK,Alaska,Fort Yukon city,77.1,555.0
AK,Alaska,Four Mile Road CDP,50.0,10.0
AK,Alaska,Fox CDP,100.0,558.0
AK,Alaska,Fox River CDP,37.9,649.0
AK,Alaska,Fritz Creek CDP,92.7,1910.0
AK,Alaska,Funny River CDP,94.3,776.0
AK,Alaska,Gakona CDP,92.9,205.0
AK,Alaska,Galena city,86.4,554.0
AK,Alaska,Gambell city,72.4,718.0
AK,Alaska,Game Creek CDP,100.0,36.0
AK,Alaska,Gateway CDP,96.1,5610.0
AK,Alaska,Glacier View CDP,90.2,249.0
AK,Alaska,Glennallen CDP,94.4,366.0
AK,Alaska,Goldstream CDP,97.3,3862.0
AK,Alaska,Golovin city,90.4,132.0
AK,Alaska,Goodnews Bay city,58.6,230.0
AK,Alaska,Grayling city,70.4,171.0
AK,Alaska,Gulkana CDP,91.2,115.0
AK,Alaska,Gustavus city,95.6,496.0
AK,Alaska,Haines CDP,95.4,1955.0
AK,Alaska,Halibut Cove CDP,100.0,23.0
AK,Alaska,Happy Valley CDP,91.4,607.0
AK,Alaska,Harding-Birch Lakes CDP,94.5,142.0
AK,Alaska,Healy CDP,93.6,1120.0
AK,Alaska,Healy Lake CDP,0.0,0.0
AK,Alaska,Hobart Bay CDP,0.0,0.0
AK,Alaska,Hollis CDP,89.5,124.0
AK,Alaska,Holy Cross city,86.1,214.0
AK,Alaska,Homer city,95.9,5324.0
AK,Alaska,Hoonah city,87.7,821.0
AK,Alaska,Hooper Bay city,75.0,1140.0
AK,Alaska,Hope CDP,100.0,50.0
AK,Alaska,Houston city,90.2,1977.0
AK,Alaska,Hughes city,92.6,62.0
AK,Alaska,Huslia city,93.1,420.0
AK,Alaska,Hydaburg city,90.1,277.0
AK,Alaska,Hyder CDP,53.8,13.0
AK,Alaska,Igiugig CDP,90.3,49.0
AK,Alaska,Iliamna CDP,88.7,78.0
AK,Alaska,Ivanof Bay CDP,0.0,0.0
AK,Alaska,Juneau city and borough,94.8,32531.0
AK,Alaska,Kachemak city,92.6,551.0
AK,Alaska,Kake city,85.7,628.0
AK,Alaska,Kaktovik city,76.5,155.0
AK,Alaska,Kalifornsky CDP,96.3,7965.0
AK,Alaska,Kaltag city,86.4,192.0
AK,Alaska,Karluk CDP,85.0,44.0
AK,Alaska,Kasaan city,90.2,71.0
AK,Alaska,Kasigluk CDP,68.1,599.0
AK,Alaska,Kasilof CDP,100.0,388.0
AK,Alaska,Kenai city,89.7,7463.0
AK,Alaska,Kenny Lake CDP,100.0,128.0
AK,Alaska,Ketchikan city,89.9,8197.0
AK,Alaska,Kiana city,76.1,380.0
AK,Alaska,King Cove city,87.3,1074.0
AK,Alaska,King Salmon CDP,93.2,340.0
AK,Alaska,Kipnuk CDP,76.4,686.0
AK,Alaska,Kivalina city,64.6,576.0
AK,Alaska,Klawock city,86.2,792.0
AK,Alaska,Klukwan CDP,86.5,66.0
AK,Alaska,Knik-Fairview CDP,91.2,16017.0
AK,Alaska,Knik River CDP,93.0,765.0
AK,Alaska,Kobuk city,72.1,159.0
AK,Alaska,Kodiak city,87.1,6293.0
AK,Alaska,Kodiak Station CDP,97.2,1398.0
AK,Alaska,Kokhanok CDP,84.5,145.0
AK,Alaska,Koliganek CDP,77.3,129.0
AK,Alaska,Kongiganak CDP,79.4,408.0
AK,Alaska,Kotlik city,74.2,643.0
AK,Alaska,Kotzebue city,82.9,3283.0
AK,Alaska,Koyuk city,82.4,272.0
AK,Alaska,Koyukuk city,82.4,80.0
AK,Alaska,Kupreanof city,100.0,40.0
AK,Alaska,Kwethluk city,75.9,824.0
AK,Alaska,Kwigillingok CDP,78.8,331.0
AK,Alaska,Lake Louise CDP,73.3,45.0
AK,Alaska,Lake Minchumina CDP,88.2,21.0
AK,Alaska,Lakes CDP,95.1,9028.0
AK,Alaska,Larsen Bay city,78.7,61.0
AK,Alaska,Lazy Mountain CDP,97.1,1637.0
AK,Alaska,Levelock CDP,88.6,114.0
AK,Alaska,Lime Village CDP,28.6,7.0
AK,Alaska,Livengood CDP,100.0,10.0
AK,Alaska,Loring CDP,0.0,0.0
AK,Alaska,Lowell Point CDP,100.0,141.0
AK,Alaska,Lower Kalskag city,78.5,317.0
AK,Alaska,Lutak CDP,100.0,13.0
AK,Alaska,McCarthy CDP,74.4,107.0
AK,Alaska,McGrath city,93.7,346.0
AK,Alaska,McKinley Park CDP,97.1,514.0
AK,Alaska,Manley Hot Springs CDP,86.7,84.0
AK,Alaska,Manokotak city,87.5,691.0
AK,Alaska,Marshall city,86.0,350.0
AK,Alaska,Meadow Lakes CDP,90.4,7424.0
AK,Alaska,Mekoryuk city,80.2,174.0
AK,Alaska,Mendeltna CDP,100.0,22.0
AK,Alaska,Mentasta Lake CDP,70.1,157.0
AK,Alaska,Mertarvik CDP,0.0,0.0
AK,Alaska,Metlakatla CDP,91.0,1661.0
AK,Alaska,Minto CDP,77.6,257.0
AK,Alaska,Moose Creek CDP,85.6,728.0
AK,Alaska,Moose Pass CDP,94.1,428.0
AK,Alaska,Mosquito Lake CDP,89.6,126.0
AK,Alaska,Mountain Village city,77.8,749.0
AK,Alaska,Mud Bay CDP,95.4,167.0
AK,Alaska,Nabesna CDP,0.0,0.0
AK,Alaska,Naknek CDP,93.6,567.0
AK,Alaska,Nanwalek CDP,98.0,238.0
AK,Alaska,Napakiak city,72.6,352.0
AK,Alaska,Napaskiak city,76.0,408.0
AK,Alaska,Naukati Bay CDP,70.4,32.0
AK,Alaska,Nelchina CDP,82.7,170.0
AK,Alaska,Nelson Lagoon CDP,57.5,42.0
AK,Alaska,Nenana city,78.9,406.0
AK,Alaska,New Allakaket CDP,72.2,67.0
AK,Alaska,Newhalen city,92.8,159.0
AK,Alaska,New Stuyahok city,75.9,609.0
AK,Alaska,Newtok CDP,72.6,388.0
AK,Alaska,Nightmute city,66.4,259.0
AK,Alaska,Nikiski CDP,91.9,4549.0
AK,Alaska,Nikolaevsk CDP,84.8,234.0
AK,Alaska,Nikolai city,76.3,113.0
AK,Alaska,Nikolski CDP,92.3,37.0
AK,Alaska,Ninilchik CDP,94.5,728.0
AK,Alaska,Noatak CDP,84.9,443.0
AK,Alaska,Nome city,92.6,3773.0
AK,Alaska,Nondalton city,84.7,182.0
AK,Alaska,Noorvik city,75.3,608.0
AK,Alaska,North Pole city,92.1,2265.0
AK,Alaska,Northway CDP,86.3,131.0
AK,Alaska,Northway Junction CDP,93.3,64.0
AK,Alaska,Northway Village CDP,62.9,92.0
AK,Alaska,Nuiqsut city,65.2,345.0
AK,Alaska,Nulato city,82.8,285.0
AK,Alaska,Nunam Iqua city,62.3,129.0
AK,Alaska,Nunapitchuk city,73.6,554.0
AK,Alaska,Old Harbor city,73.4,249.0
AK,Alaska,Oscarville CDP,60.0,22.0
AK,Alaska,Ouzinkie city,76.7,230.0
AK,Alaska,Palmer city,91.3,6449.0
AK,Alaska,Paxson CDP,100.0,38.0
AK,Alaska,Pedro Bay CDP,90.9,12.0
AK,Alaska,Pelican city,78.7,79.0
AK,Alaska,Perryville CDP,71.7,98.0
AK,Alaska,Petersburg CDP,93.6,3024.0
AK,Alaska,Petersville CDP,0.0,0.0
AK,Alaska,Pilot Point city,68.8,53.0
AK,Alaska,Pilot Station city,72.6,582.0
AK,Alaska,Pitkas Point CDP,77.6,136.0
AK,Alaska,Platinum city,66.7,42.0
AK,Alaska,Pleasant Valley CDP,100.0,168.0
AK,Alaska,Point Baker CDP,100.0,41.0
AK,Alaska,Point Hope city,83.6,562.0
AK,Alaska,Point Lay CDP,75.7,285.0
AK,Alaska,Point MacKenzie CDP,89.0,466.0
AK,Alaska,Point Possession CDP,0.0,0.0
AK,Alaska,Pope-Vannoy Landing CDP,0.0,0.0
AK,Alaska,Portage Creek CDP,0.0,0.0
AK,Alaska,Port Alexander city,100.0,31.0
AK,Alaska,Port Alsworth CDP,94.7,147.0
AK,Alaska,Port Clarence CDP,100.0,40.0
AK,Alaska,Port Graham CDP,93.2,206.0
AK,Alaska,Port Heiden city,90.0,81.0
AK,Alaska,Port Lions city,85.0,231.0
AK,Alaska,Port Protection CDP,100.0,82.0
AK,Alaska,Primrose CDP,100.0,73.0
AK,Alaska,Prudhoe Bay CDP,96.4,2724.0
AK,Alaska,Quinhagak city,66.7,661.0
AK,Alaska,Rampart CDP,0.0,7.0
AK,Alaska,Red Devil CDP,66.7,22.0
AK,Alaska,Red Dog Mine CDP,90.9,81.0
AK,Alaska,Ridgeway CDP,96.4,2195.0
AK,Alaska,Ruby city,83.2,202.0
AK,Alaska,Russian Mission city,76.2,410.0
AK,Alaska,St. George city,91.1,53.0
AK,Alaska,St. Mary's city,84.0,583.0
AK,Alaska,St. Michael city,79.2,396.0
AK,Alaska,St. Paul city,82.1,576.0
AK,Alaska,Salamatof CDP,87.5,1110.0
AK,Alaska,Salcha CDP,97.5,984.0
AK,Alaska,Sand Point city,84.6,1188.0
AK,Alaska,Savoonga city,61.4,883.0
AK,Alaska,Saxman city,87.1,401.0
AK,Alaska,Scammon Bay city,74.9,488.0
AK,Alaska,Selawik city,66.2,794.0
AK,Alaska,Seldovia city,95.5,243.0
AK,Alaska,Seldovia Village CDP,92.6,174.0
AK,Alaska,Seward city,93.9,2710.0
AK,Alaska,Shageluk city,87.1,43.0
AK,Alaska,Shaktoolik city,80.6,223.0
AK,Alaska,Shishmaref city,79.9,573.0
AK,Alaska,Shungnak city,69.3,342.0
AK,Alaska,Silver Springs CDP,90.7,168.0
AK,Alaska,Sitka city and borough,92.8,8943.0
AK,Alaska,Skagway CDP,97.2,957.0
AK,Alaska,Skwentna CDP,100.0,42.0
AK,Alaska,Slana CDP,73.1,84.0
AK,Alaska,Sleetmute CDP,75.6,96.0
AK,Alaska,Soldotna city,93.6,4409.0
AK,Alaska,South Naknek CDP,76.4,63.0
AK,Alaska,South Van Horn CDP,82.1,581.0
AK,Alaska,Stebbins city,74.3,547.0
AK,Alaska,Steele Creek CDP,95.3,6272.0
AK,Alaska,Sterling CDP,94.5,6054.0
AK,Alaska,Stevens Village CDP,80.0,25.0
AK,Alaska,Stony River CDP,50.0,40.0
AK,Alaska,Sunrise CDP,100.0,15.0
AK,Alaska,Susitna CDP,0.0,0.0
AK,Alaska,Susitna North CDP,88.7,1404.0
AK,Alaska,Sutton-Alpine CDP,84.5,1602.0
AK,Alaska,Takotna CDP,82.8,49.0
AK,Alaska,Talkeetna CDP,88.3,616.0
AK,Alaska,Tanacross CDP,79.3,127.0
AK,Alaska,Tanaina CDP,92.3,9640.0
AK,Alaska,Tanana city,86.1,277.0
AK,Alaska,Tatitlek CDP,86.3,86.0
AK,Alaska,Tazlina CDP,90.1,358.0
AK,Alaska,Teller city,65.2,165.0
AK,Alaska,Tenakee Springs city,95.9,150.0
AK,Alaska,Tetlin CDP,82.8,121.0
AK,Alaska,Thorne Bay city,95.9,566.0
AK,Alaska,Togiak city,75.3,787.0
AK,Alaska,Tok CDP,91.0,1331.0
AK,Alaska,Toksook Bay city,75.6,549.0
AK,Alaska,Tolsona CDP,0.0,0.0
AK,Alaska,Tonsina CDP,100.0,30.0
AK,Alaska,Trapper Creek CDP,94.3,432.0
AK,Alaska,Tuluksak CDP,74.4,436.0
AK,Alaska,Tuntutuliak CDP,64.1,466.0
AK,Alaska,Tununak CDP,81.7,294.0
AK,Alaska,Twin Hills CDP,74.5,95.0
AK,Alaska,Two Rivers CDP,100.0,238.0
AK,Alaska,Tyonek CDP,93.3,214.0
AK,Alaska,Ugashik CDP,100.0,19.0
AK,Alaska,Unalakleet city,93.2,710.0
AK,Alaska,Unalaska city,82.8,4619.0
AK,Alaska,Upper Kalskag city,76.6,284.0
AK,Alaska,Valdez city,96.1,3979.0
AK,Alaska,Venetie CDP,62.4,177.0
AK,Alaska,Wainwright city,80.8,458.0
AK,Alaska,Wales city,78.0,155.0
AK,Alaska,Wasilla city,91.8,8676.0
AK,Alaska,Whale Pass CDP,100.0,16.0
AK,Alaska,White Mountain city,85.4,179.0
AK,Alaska,Whitestone CDP,69.9,195.0
AK,Alaska,Whitestone Logging Camp CDP,0.0,0.0
AK,Alaska,Whittier city,91.1,295.0
AK,Alaska,Willow CDP,89.5,2085.0
AK,Alaska,Willow Creek CDP,100.0,8.0
AK,Alaska,Wiseman CDP,100.0,11.0
AK,Alaska,Womens Bay CDP,94.1,852.0
AK,Alaska,Wrangell city and borough,90.2,2387.0
AK,Alaska,Yakutat CDP,93.9,597.0
AZ,Arizona,Aguila CDP,26.1,1066.0
AZ,Arizona,Ajo CDP,80.0,3886.0
AZ,Arizona,Ak Chin CDP,100.0,33.0
AZ,Arizona,Ak-Chin Village CDP,59.8,1193.0
AZ,Arizona,Alamo Lake CDP,100.0,4.0
AZ,Arizona,Ali Chuk CDP,82.4,149.0
AZ,Arizona,Ali Chukson CDP,56.8,108.0
AZ,Arizona,Ali Molina CDP,73.0,131.0
AZ,Arizona,Alpine CDP,86.3,95.0
AZ,Arizona,Amado CDP,69.9,165.0
AZ,Arizona,Anegam CDP,81.6,79.0
AZ,Arizona,Antares CDP,60.9,113.0
AZ,Arizona,Anthem CDP,96.7,22995.0
AZ,Arizona,Apache Junction city,85.5,36586.0
AZ,Arizona,Arivaca CDP,90.4,587.0
AZ,Arizona,Arivaca Junction CDP,78.0,868.0
AZ,Arizona,Arizona City CDP,90.3,8969.0
AZ,Arizona,Arizona Village CDP,72.4,929.0
AZ,Arizona,Arlington CDP,65.6,77.0
AZ,Arizona,Ash Fork CDP,68.5,650.0
AZ,Arizona,Avenue B and C CDP,49.9,3798.0
AZ,Arizona,Avondale city,79.0,78872.0
AZ,Arizona,Avra Valley CDP,87.2,4736.0
AZ,Arizona,Aztec CDP,100.0,2.0
AZ,Arizona,Bagdad CDP,86.7,1913.0
AZ,Arizona,Bear Flat CDP,100.0,9.0
AZ,Arizona,Beaver Dam CDP,73.0,1622.0
AZ,Arizona,Beaver Valley CDP,90.9,175.0
AZ,Arizona,Benson city,88.0,5013.0
AZ,Arizona,Beyerville CDP,56.4,286.0
AZ,Arizona,Bisbee city,87.3,5415.0
AZ,Arizona,Bitter Springs CDP,59.7,443.0
AZ,Arizona,Black Canyon City CDP,90.4,2325.0
AZ,Arizona,Blackwater CDP,67.7,1247.0
AZ,Arizona,Bluewater CDP,80.2,710.0
AZ,Arizona,Bouse CDP,84.8,711.0
AZ,Arizona,Bowie CDP,58.3,366.0
AZ,Arizona,Brenda CDP,77.9,429.0
AZ,Arizona,Bryce CDP,100.0,72.0
AZ,Arizona,Buckeye town,84.3,57165.0
AZ,Arizona,Buckshot CDP,50.0,14.0
AZ,Arizona,Bullhead City city,82.7,39424.0
AZ,Arizona,Burnside CDP,79.0,543.0
AZ,Arizona,Bylas CDP,72.3,1834.0
AZ,Arizona,Cactus Flats CDP,93.4,1356.0
AZ,Arizona,Cactus Forest CDP,100.0,518.0
AZ,Arizona,Cameron CDP,71.1,1199.0
AZ,Arizona,Campo Bonito CDP,100.0,18.0
AZ,Arizona,Camp Verde town,83.9,11008.0
AZ,Arizona,Cane Beds CDP,100.0,569.0
AZ,Arizona,Canyon Day CDP,73.4,1310.0
AZ,Arizona,Carefree town,99.4,3491.0
AZ,Arizona,Carrizo CDP,53.2,208.0
AZ,Arizona,Casa Blanca CDP,63.6,1623.0
AZ,Arizona,Casa Grande city,86.4,49796.0
AZ,Arizona,Casas Adobes CDP,92.8,68862.0
AZ,Arizona,Catalina CDP,90.5,7456.0
AZ,Arizona,Catalina Foothills CDP,98.0,50940.0
AZ,Arizona,Cave Creek town,96.6,5122.0
AZ,Arizona,Cedar Creek CDP,70.4,416.0
AZ,Arizona,Centennial Park CDP,80.3,1411.0
AZ,Arizona,Central CDP,88.2,406.0
AZ,Arizona,Central Heights-Midland City CDP,72.2,3030.0
AZ,Arizona,Chandler city,91.5,250202.0
AZ,Arizona,Charco CDP,37.5,16.0
AZ,Arizona,Chiawuli Tak CDP,100.0,42.0
AZ,Arizona,Chilchinbito CDP,76.4,839.0
AZ,Arizona,Chinle CDP,83.1,4947.0
AZ,Arizona,Chino Valley town,87.0,10961.0
AZ,Arizona,Chloride CDP,96.3,182.0
AZ,Arizona,Christopher Creek CDP,100.0,37.0
AZ,Arizona,Chuichu CDP,59.0,221.0
AZ,Arizona,Cibecue CDP,58.2,1848.0
AZ,Arizona,Cibola CDP,49.5,393.0
AZ,Arizona,Cienega Springs CDP,86.4,1798.0
AZ,Arizona,Citrus Park CDP,93.3,4451.0
AZ,Arizona,Clacks Canyon CDP,100.0,113.0
AZ,Arizona,Clarkdale town,94.7,4132.0
AZ,Arizona,Claypool CDP,79.3,1843.0
AZ,Arizona,Clay Springs CDP,82.8,503.0
AZ,Arizona,Clifton town,82.3,3500.0
AZ,Arizona,Colorado City town,43.2,4808.0
AZ,Arizona,Comobabi CDP,55.6,49.0
AZ,Arizona,Concho CDP,78.6,238.0
AZ,Arizona,Congress CDP,89.5,1255.0
AZ,Arizona,Coolidge city,80.7,11973.0
AZ,Arizona,Copper Hill CDP,100.0,18.0
AZ,Arizona,Cordes Lakes CDP,79.7,2642.0
AZ,Arizona,Cornfields CDP,67.3,300.0
AZ,Arizona,Cornville CDP,82.5,2708.0
AZ,Arizona,Corona de Tucson CDP,96.0,7023.0
AZ,Arizona,Cottonwood CDP,84.6,178.0
AZ,Arizona,Cottonwood CDP,84.6,11493.0
AZ,Arizona,Cottonwood city,84.9,178.0
AZ,Arizona,Cottonwood city,84.9,11493.0
AZ,Arizona,Cowlic CDP,100.0,90.0
AZ,Arizona,Crozier CDP,86.4,24.0
AZ,Arizona,Crystal Beach CDP,76.5,160.0
AZ,Arizona,Cutter CDP,100.0,64.0
AZ,Arizona,Dateland CDP,84.0,249.0
AZ,Arizona,Deer Creek CDP,91.1,204.0
AZ,Arizona,Del Muerto CDP,40.7,411.0
AZ,Arizona,Dennehotso CDP,74.4,752.0
AZ,Arizona,Desert Hills CDP,76.3,2602.0
AZ,Arizona,Dewey-Humboldt town,89.0,3928.0
AZ,Arizona,Dilkon CDP,73.5,1268.0
AZ,Arizona,Dolan Springs CDP,78.9,2050.0
AZ,Arizona,Doney Park CDP,83.0,5944.0
AZ,Arizona,Donovan Estates CDP,58.2,1313.0
AZ,Arizona,Douglas city,70.9,16911.0
AZ,Arizona,Dragoon CDP,83.3,108.0
AZ,Arizona,Drexel Heights CDP,79.1,28233.0
AZ,Arizona,Dripping Springs CDP,87.4,103.0
AZ,Arizona,Drysdale CDP,16.4,223.0
AZ,Arizona,Dudleyville CDP,94.9,336.0
AZ,Arizona,Duncan town,72.2,683.0
AZ,Arizona,Eagar town,89.2,4930.0
AZ,Arizona,East Fork CDP,40.8,709.0
AZ,Arizona,East Globe CDP,73.7,143.0
AZ,Arizona,East Verde Estates CDP,95.0,232.0
AZ,Arizona,Ehrenberg CDP,79.1,979.0
AZ,Arizona,El Capitan CDP,88.5,131.0
AZ,Arizona,Elephant Head CDP,96.6,650.0
AZ,Arizona,Elfrida CDP,69.6,383.0
AZ,Arizona,Elgin CDP,100.0,184.0
AZ,Arizona,El Mirage city,82.8,33010.0
AZ,Arizona,Eloy city,64.2,16954.0
AZ,Arizona,El Prado Estates CDP,35.0,415.0
AZ,Arizona,First Mesa CDP,84.5,1739.0
AZ,Arizona,Flagstaff city,91.3,68375.0
AZ,Arizona,Florence town,75.6,30770.0
AZ,Arizona,Flowing Springs CDP,77.0,61.0
AZ,Arizona,Flowing Wells CDP,84.4,16078.0
AZ,Arizona,Fort Apache CDP,82.1,135.0
AZ,Arizona,Fort Defiance CDP,86.9,4005.0
AZ,Arizona,Fort Mohave CDP,86.3,13686.0
AZ,Arizona,Fort Thomas CDP,93.5,481.0
AZ,Arizona,Fortuna Foothills CDP,86.6,27487.0
AZ,Arizona,Fort Valley CDP,97.0,1105.0
AZ,Arizona,Fountain Hills town,96.6,23322.0
AZ,Arizona,Franklin CDP,100.0,34.0
AZ,Arizona,Fredonia town,86.0,1688.0
AZ,Arizona,Freedom Acres CDP,62.3,57.0
AZ,Arizona,Gadsden CDP,42.4,579.0
AZ,Arizona,Ganado CDP,77.8,1007.0
AZ,Arizona,Geronimo Estates CDP,100.0,160.0
AZ,Arizona,Gila Bend town,61.2,1725.0
AZ,Arizona,Gila Crossing CDP,60.6,748.0
AZ,Arizona,Gilbert town,95.6,230781.0
AZ,Arizona,Gisela CDP,87.0,652.0
AZ,Arizona,Glendale city,83.6,234844.0
AZ,Arizona,Globe city,83.0,7430.0
AZ,Arizona,Gold Canyon CDP,96.2,9597.0
AZ,Arizona,Golden Shores CDP,77.9,1460.0
AZ,Arizona,Golden Valley CDP,81.6,8946.0
AZ,Arizona,Goodyear city,92.1,72880.0
AZ,Arizona,Goodyear Village CDP,78.0,407.0
AZ,Arizona,Grand Canyon Village CDP,91.6,1504.0
AZ,Arizona,Grand Canyon West CDP,0.0,0.0
AZ,Arizona,Greasewood CDP,74.4,519.0
AZ,Arizona,Green Valley CDP,96.4,22419.0
AZ,Arizona,Greer CDP,100.0,46.0
AZ,Arizona,Guadalupe town,61.2,6012.0
AZ,Arizona,Gu Oidak CDP,78.4,123.0
AZ,Arizona,Hackberry CDP,88.4,94.0
AZ,Arizona,Haigler Creek CDP,100.0,27.0
AZ,Arizona,Haivana Nakya CDP,57.8,203.0
AZ,Arizona,Hard Rock CDP,69.8,80.0
AZ,Arizona,Hayden town,84.0,600.0
AZ,Arizona,Heber-Overgaard CDP,76.9,2594.0
AZ,Arizona,Holbrook city,88.5,4993.0
AZ,Arizona,Hondah CDP,81.5,1118.0
AZ,Arizona,Hotevilla-Bacavi CDP,85.2,1091.0
AZ,Arizona,Houck CDP,66.0,1152.0
AZ,Arizona,Huachuca City town,89.5,2160.0
AZ,Arizona,Hunter Creek CDP,0.0,0.0
AZ,Arizona,Icehouse Canyon CDP,88.1,736.0
AZ,Arizona,Indian Wells CDP,66.9,212.0
AZ,Arizona,Jakes Corner CDP,70.7,41.0
AZ,Arizona,Jeddito CDP,77.4,311.0
AZ,Arizona,Jerome town,96.9,388.0
AZ,Arizona,Joseph City CDP,91.6,1184.0
AZ,Arizona,Kachina Village CDP,95.5,2638.0
AZ,Arizona,Kaibab CDP,72.5,147.0
AZ,Arizona,Kaibito CDP,66.3,1611.0
AZ,Arizona,Kaka CDP,63.2,123.0
AZ,Arizona,Katherine CDP,94.1,103.0
AZ,Arizona,Kayenta CDP,86.7,4702.0
AZ,Arizona,Keams Canyon CDP,71.1,203.0
AZ,Arizona,Kearny town,87.7,2312.0
AZ,Arizona,Kingman city,87.0,28511.0
AZ,Arizona,Kino Springs CDP,90.6,247.0
AZ,Arizona,Klagetoh CDP,76.5,291.0
AZ,Arizona,Kohatk CDP,0.0,21.0
AZ,Arizona,Kohls Ranch CDP,100.0,103.0
AZ,Arizona,Komatke CDP,58.5,1458.0
AZ,Arizona,Ko Vaya CDP,100.0,24.0
AZ,Arizona,Kykotsmovi Village CDP,96.8,843.0
